DEPTID|UFID|JOBCODE|SAL_ADMIN_PLAN|START_DATE|END_DATE|JOBCODE_DESCRIPTION|HR_POSITION
62060100|06598422|1479|OPSN|2013-02-01|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
24010000|23142230|54|OF09|2011-01-01|NULL|ADJ PROF|1
33040000|13844830|67|OF12|2005-07-29|NULL|ADJ LECTURER|1
29140401|79016949|294|HOUS|2008-07-01|NULL|CHIEF RESIDENT|1
29150000|54708090|908|US2N|1989-08-11|NULL|PROGRAM AST|1
23010200|33106149|67|OF09|2013-08-16|NULL|ADJ LECTURER|1
60190000|31698148|1479|OPSN|2014-06-16|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
19020000|11212822|1479|OPSN|2014-05-12|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
56030300|35578920|1479|OPSN|2009-01-21|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
60355013|27828600|434|FA12|2001-08-03|NULL|EXT AGENT III|1
16980300|38986841|1479|OPSN|2014-08-23|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
14330200|56677690|1746|TA12|2001-06-25|NULL|Systems Admin/Programmer 2|1
18050000|17606846|67|OF09|2013-08-16|NULL|ADJ LECTURER|1
26030100|78485190|67|OF09|2005-05-16|NULL|ADJ LECTURER|1
16320000|04062478|67|OF09|2013-01-01|NULL|ADJ LECTURER|1
23010100|84909129|67|OF12|2013-07-01|NULL|ADJ LECTURER|1
29290100|69118560|1573|OF12|2014-08-01|NULL|ACADEMIC LUMP SUM PAYMENT|1
16120100|82207489|67|OF12|2006-08-16|NULL|ADJ LECTURER|1
29092200|56400493|908|TU2N|2011-10-28|NULL|PROGRAM AST|1
34100103|19161183|1479|OPSN|2014-01-24|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
56030100|99536406|1479|OPSN|2011-08-08|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
04020000|89918844|1479|OPSN|2011-06-15|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
34130000|39820459|396|FELL|2013-08-16|NULL|PREDOC FELLOWSHIP|1
30290000|57643945|1479|OPSN|2010-07-01|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
13500000|91531233|1479|OPSN|2014-03-26|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
52010000|98562987|1573|OF12|2011-04-29|NULL|ACADEMIC LUMP SUM PAYMENT|1
29150000|19409451|396|FELL|2012-02-03|NULL|PREDOC FELLOWSHIP|1
14800000|91904240|1834|TA12|2000-03-31|NULL|IT ANALYST 2|1
28040000|25524558|939|TU2E|2011-01-04|NULL|BIOLOGICAL SCIENTIST|1
60910000|19288404|1479|OPSN|2014-05-16|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
14700000|88925054|1479|OPSN|2014-05-12|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
60354058|58787220|1788|CTSY|1998-04-17|NULL|PROGRAM COUNTY EXT AGENT I|1
32060300|84896641|141|CTSY|2008-10-22|NULL|AFFL LECTURER|1
57140100|65170660|141|CTSY|2007-10-12|NULL|AFFL LECTURER|1
52010000|66112960|1573|OF12|2005-09-16|NULL|ACADEMIC LUMP SUM PAYMENT|1
60090000|16914454|1479|OPSN|2010-03-05|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
60310000|76477420|1053|TU2N|1997-04-18|NULL|MAINTENANCE SPECIALIST|1
32050000|82026019|1479|OPSN|2014-04-01|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
52020200|51149629|1573|OF12|2012-07-20|NULL|ACADEMIC LUMP SUM PAYMENT|1
34080100|38184190|908|TU2N|2005-07-25|NULL|PROGRAM AST|1
52010000|39265123|908|TU2N|2013-08-30|NULL|PROGRAM AST|1
03020000|34759660|799|US2N|1991-07-26|NULL|CLERICAL SPV|1
60210000|31633951|1479|OPSN|2013-05-17|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
29040200|94049805|1479|OPSN|2013-07-09|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
28323001|76169626|1568|TU2N|2013-08-05|NULL|VETERINARY TECH 2|1
22010000|13370701|1590|TA12|2008-08-25|NULL|GENERAL COUNSEL, SR ASO|1
29080100|55992147|1655|TU2N|2008-05-01|NULL|LABORATORY TECH, SR FORENSIC|1
16980300|61817542|1479|OPSN|2014-08-23|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
35010700|11738920|1335|TA12|1993-07-19|NULL|CLINICAL PROGRAMS, CRD 3|1
19020000|56995169|1479|OPSN|2011-06-24|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
60170000|85989351|396|FELL|2008-09-05|NULL|PREDOC FELLOWSHIP|1
11800000|14314948|1798|FA12|2006-07-01|NULL|ACT AST DIR & CLIN AST PROF|1
29290100|25897201|1479|OPSN|2013-02-04|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
29070100|99618563|743|CTSY|2014-03-21|NULL|CO AST PROF|1
18050000|80205200|67|OF12|2005-05-16|NULL|ADJ LECTURER|1
31020100|59515019|1479|OPSN|2012-10-02|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
29070400|14657918|1479|OPSN|2012-02-01|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
34010202|92135930|908|TU2N|2012-05-18|NULL|PROGRAM AST|1
60910000|92840220|939|TU2E|2010-09-03|NULL|BIOLOGICAL SCIENTIST|1
29050400|45165961|54|OF12|1974-09-01|NULL|ADJ PROF|1
29092800|17029410|938|TU2N|2002-04-12|NULL|LABORATORY TECH, SR|1
32050000|41117580|1573|OF12|2006-05-22|NULL|ACADEMIC LUMP SUM PAYMENT|1
60460000|53159786|1479|OPSN|2007-08-24|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
32060000|11024310|908|TU2N|2013-02-15|NULL|PROGRAM AST|1
19340100|00914047|396|FELL|2013-01-01|NULL|PREDOC FELLOWSHIP|1
16360100|24608940|511|FA09|1996-07-01|NULL|DIS PROF|1
60410000|94344949|1476|TA12|2008-09-05|NULL|IT EXPERT|1
60460000|69136555|939|TU2E|2007-11-26|NULL|BIOLOGICAL SCIENTIST|1
18180100|37810980|820|TU2N|2004-10-18|NULL|OFFICE MGR|1
52010000|35974250|1573|OF12|2012-07-20|NULL|ACADEMIC LUMP SUM PAYMENT|1
06030000|63190670|1484|FWSP|2008-09-08|NULL|STU AST - FEDERAL COMM SERVICE|1
06030000|73469270|1484|FWSP|2011-09-20|NULL|STU AST - FEDERAL COMM SERVICE|1
12010000|40548779|396|FELL|2014-08-16|NULL|PREDOC FELLOWSHIP|1
60850000|71563131|1053|TU2N|2010-07-30|NULL|MAINTENANCE SPECIALIST|1
56022400|17300040|511|FA12|1977-09-25|NULL|DIS PROF|1
60140000|66878380|908|TU2N|1979-06-26|NULL|PROGRAM AST|1
29141100|99397536|944|TU2E|2008-06-25|NULL|LABORATORY MGR|1
18050000|97118518|908|TU2N|2005-09-07|NULL|PROGRAM AST|1
60354052|61909520|434|FA12|2000-01-01|NULL|EXT AGENT III|1
32010000|91031851|1573|OF12|2012-11-05|NULL|ACADEMIC LUMP SUM PAYMENT|1
32060000|51995559|1479|OPSN|2014-05-12|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
13010400|81143325|141|CTSY|2014-01-01|NULL|AFFL LECTURER|1
34010304|99591749|1479|OPSN|2010-08-17|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
28311001|89833321|1479|OPSN|2014-07-06|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
18200000|61149919|1479|OPSN|2011-05-02|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
12020500|08098468|396|FELL|2014-06-25|NULL|PREDOC FELLOWSHIP|1
60094000|17892431|1479|OPSN|2013-05-10|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
29120000|19570890|1345|TA12|1999-08-15|NULL|EDUC/TRAINING PROGS, CRD 3|1
20010000|95736170|1476|TA12|2003-03-17|NULL|IT EXPERT|1
60460000|92069751|743|CTSY|2000-01-01|NULL|CO AST PROF|1
29190000|68777521|743|CTSY|2011-02-04|NULL|CO AST PROF|1
52010000|00836250|1573|OF12|2011-01-24|NULL|ACADEMIC LUMP SUM PAYMENT|1
34060700|54661713|938|TU2N|2012-08-03|NULL|LABORATORY TECH, SR|1
16010500|36607998|805|TU2N|2014-03-14|NULL|SECRETARY, SR|1
67010000|69892125|1479|OPSN|2013-11-04|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
26020100|84886761|538|GA09|2011-08-16|NULL|GRADUATE RES AST|1
28090000|72762630|1573|OF12|2007-08-09|NULL|ACADEMIC LUMP SUM PAYMENT|1
60330000|84987314|1164|TA12|2006-02-03|NULL|EDUC/TRAINING PROGS, CRD 1|1
18210000|13319914|1476|TA12|2012-08-13|NULL|IT EXPERT|1
26030100|05502320|820|TU2N|1986-05-30|NULL|OFFICE MGR|1
18050000|81615919|1573|OF12|2014-05-16|NULL|ACADEMIC LUMP SUM PAYMENT|1
60040000|54823010|616|FA12|1985-08-01|NULL|ACT DEAN & PROF|1
30090000|55424168|1334|TA12|2013-09-06|NULL|CLINICAL PROGRAMS, CRD 2|1
28340000|44199131|1479|OPSN|2013-01-04|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
19070000|52813121|743|CTSY|2014-02-01|NULL|CO AST PROF|1
18180500|62488128|1573|OF12|2014-08-07|NULL|ACADEMIC LUMP SUM PAYMENT|1
52010000|86064870|1573|OF12|2005-06-03|NULL|ACADEMIC LUMP SUM PAYMENT|1
60230000|97260670|944|TU2E|2014-02-17|NULL|LABORATORY MGR|1
13030100|12190161|1413|TA12|2008-07-01|NULL|ACADEMIC SUPP SVCS, CRD 3|1
19050000|57539168|729|CTSY|2013-10-01|NULL|CO SCHOLAR|1
16320000|16938713|396|FELL|2014-08-16|NULL|PREDOC FELLOWSHIP|1
30290000|10030021|1479|OPSN|2005-09-01|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
29090000|39430861|182|CTSY|2000-01-01|NULL|CO CLIN PROF|1
07240200|11952646|1489|STBW|2013-06-21|NULL|HS - ASST RESIDENCE ASSISTANT|1
16980300|43158851|1479|OPSN|2013-09-07|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
60070000|42872810|743|CTSY|1987-10-05|NULL|CO AST PROF|1
57140100|97209440|743|CTSY|2009-07-01|NULL|CO AST PROF|1
29180300|15895399|1479|OPSN|2013-08-12|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
29120000|09085861|293|FACM|2004-06-18|NULL|CHIEF & AST PROF|1
30150000|61832998|1479|OPSN|2004-03-01|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
52010000|68519841|1573|OF12|2012-03-30|NULL|ACADEMIC LUMP SUM PAYMENT|1
29180300|65043730|1438|TA12|2004-03-26|NULL|RESEARCH PROGS/SVCS, CRD 4|1
60450000|86142360|816|TU2N|2013-03-18|NULL|EXTENSION PROGRAM AST|1
60732000|03271730|1479|OPSN|2008-01-28|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
52010000|52681444|1573|OF12|2013-03-15|NULL|ACADEMIC LUMP SUM PAYMENT|1
63100200|84787181|829|TU2N|2014-06-13|NULL|HUMAN RESOURCE REP|1
16030100|27756820|1479|OPSN|2007-10-05|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
27010713|19551840|1476|TA12|2006-02-03|NULL|IT EXPERT|1
34060700|54814688|937|TU2N|2013-08-23|NULL|LABORATORY TECH|1
67010000|70159131|1479|OPSN|2012-09-26|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
29160204|02160090|1635|TU2N|2012-01-03|NULL|CODING REIMBURSE ANALYST 1|1
55110100|15678590|1476|TA12|2002-02-19|NULL|IT EXPERT|1
60090000|44553181|743|CTSY|1983-01-01|NULL|CO AST PROF|1
32080400|90259550|1573|OF12|2014-04-04|NULL|ACADEMIC LUMP SUM PAYMENT|1
29290000|04227301|182|CTSY|1993-12-01|NULL|CO CLIN PROF|1
29290100|17699619|1479|OPSN|2014-02-01|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
28311001|50356538|1568|TU2N|2014-03-10|NULL|VETERINARY TECH 2|1
16300000|65946119|396|FELL|2013-08-16|NULL|PREDOC FELLOWSHIP|1
11010000|41579020|1573|OF12|2012-04-27|NULL|ACADEMIC LUMP SUM PAYMENT|1
04020000|89918844|1479|OPSN|2011-05-06|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
26080100|84997038|1479|OPSN|2005-01-07|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
18010000|58912075|396|FELL|2012-08-16|NULL|PREDOC FELLOWSHIP|1
63520500|64325040|1033|US2N|1985-07-19|NULL|GROUNDSKEEPER|1
16040100|63379346|1479|OPSN|2009-03-06|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
32080200|17196720|1573|OF12|2010-03-31|NULL|ACADEMIC LUMP SUM PAYMENT|1
60230000|29577661|743|CTSY|1994-03-11|NULL|CO AST PROF|1
60092000|50599220|1101|TU2N|2012-08-20|NULL|AGRICULTURAL AST, SR|1
17010300|94197174|1431|TA12|2005-06-20|NULL|STUDENT AFFAIRS, CRD 3|1
60097000|92163276|1479|OPSN|2013-12-09|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
60290000|67438494|396|FELL|2012-10-12|NULL|PREDOC FELLOWSHIP|1
28311001|01105760|1479|OPSN|2012-12-07|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
29070100|03069940|743|CTSY|2008-02-08|NULL|CO AST PROF|1
63400200|29360270|1066|TU2N|1985-08-02|NULL|CUSTODIAL SPV|1
52010000|60121147|1573|OF12|2011-07-22|NULL|ACADEMIC LUMP SUM PAYMENT|1
16200000|65698918|396|FELL|2012-08-16|NULL|PREDOC FELLOWSHIP|1
16980300|59508941|1479|OPSN|2014-04-26|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
32060300|84547663|141|CTSY|2007-01-25|NULL|AFFL LECTURER|1
35010800|91097361|1479|OPSN|2013-06-07|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
67010000|65021953|1479|OPSN|2012-09-26|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
56020000|63281964|1479|OPSN|2011-09-30|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
32010000|35348625|1573|OF12|2013-06-17|NULL|ACADEMIC LUMP SUM PAYMENT|1
07290000|11650173|1489|STBW|2013-08-09|NULL|HS - ASST RESIDENCE ASSISTANT|1
50010000|68218210|805|TU2N|2001-11-09|NULL|SECRETARY, SR|1
29110000|93944628|1479|OPSN|2009-12-07|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
24010000|88010134|54|OF09|2014-08-16|NULL|ADJ PROF|1
11600100|43109617|1479|OPSN|2014-04-04|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
60732000|91379184|939|TU2E|2013-10-11|NULL|BIOLOGICAL SCIENTIST|1
60070000|29251030|929|TU2E|1986-08-29|NULL|ENGINEERING TECH, SR|1
06030000|91018543|1484|FWSP|2012-09-10|NULL|STU AST - FEDERAL COMM SERVICE|1
29051402|85690190|908|TU2N|2004-02-09|NULL|PROGRAM AST|1
34130103|82138329|178|CTSY|2014-07-01|NULL|CO CLIN POSTDOC ASO|1
55050100|06695030|1592|TU2N|1995-01-13|NULL|LIBRARY ASSISTANT 2|1
60770000|40368281|1479|OPSN|2013-03-01|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
05250000|48904200|1348|TA12|2001-07-02|NULL|MULTIPURPOSE FACIL, AST DIR 3|1
16600000|65170660|141|CTSY|2009-04-10|NULL|AFFL LECTURER|1
60450000|06121918|816|TU2N|2008-10-24|NULL|EXTENSION PROGRAM AST|1
32060300|75428401|141|CTSY|2006-03-17|NULL|AFFL LECTURER|1
14800000|67372270|1834|TA12|1985-04-29|NULL|IT ANALYST 2|1
57720000|54505059|1479|OPSN|2014-01-31|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
19340100|10043858|396|FELL|2014-05-16|NULL|PREDOC FELLOWSHIP|1
27010702|52101470|1373|TA12|1990-07-06|NULL|COMPUTER APPLICATIONS, CRD 2|1
19010100|33611994|396|FELL|2013-08-30|NULL|PREDOC FELLOWSHIP|1
29080100|50435800|1479|OPSN|2013-10-14|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
28040000|26485710|1479|OPSN|2010-05-24|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
29012700|69683490|1479|OPSN|2014-04-11|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
15030800|18419069|1479|OPSN|2014-05-09|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
52010000|55845130|1573|OF12|2014-08-04|NULL|ACADEMIC LUMP SUM PAYMENT|1
29140300|26879594|1479|OPSN|2007-09-21|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
33050000|27462430|743|CTSY|2011-06-10|NULL|CO AST PROF|1
24040100|69445121|1479|OPSN|2013-01-15|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
56022301|61431920|1479|OPSN|2014-07-18|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
60180000|43368191|1479|OPSN|2011-09-20|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
12010300|45716560|908|TU2N|2009-10-26|NULL|PROGRAM AST|1
60850000|31983079|1479|OPSN|2014-06-16|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
57202000|52277610|1164|TA12|2003-05-09|NULL|EDUC/TRAINING PROGS, CRD 1|1
14200850|16890154|1479|OPSN|2013-05-14|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
33030000|53360500|67|OF12|2004-03-01|NULL|ADJ LECTURER|1
19020000|67761224|1479|OPSN|2014-06-15|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
19070000|91469757|1479|OPSN|2014-07-18|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
26030100|64393604|67|OF09|2014-08-16|NULL|ADJ LECTURER|1
23120100|31511365|1479|OPSN|2014-07-07|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
68040000|51231149|1479|OPSN|2014-07-25|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
34110103|78913164|1479|OPSN|2014-05-23|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
30150000|16079201|294|HOUS|2012-07-01|NULL|CHIEF RESIDENT|1
28311000|07811592|1479|OPSN|2014-05-30|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
14201000|37743773|1479|OPSN|2014-07-02|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
29051700|89795385|1479|OPSN|2013-09-06|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
60320000|56567050|141|CTSY|2004-07-01|NULL|AFFL LECTURER|1
04020000|03219101|1479|OPSN|2014-08-15|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
29170000|71172790|294|HOUS|2010-07-01|NULL|CHIEF RESIDENT|1
60260000|66181054|1479|OPSN|2011-08-16|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
19070000|72389790|1573|OF12|2004-12-03|NULL|ACADEMIC LUMP SUM PAYMENT|1
16382000|82932642|1479|OPSN|2014-04-21|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
60770000|31032393|1479|OPSN|2012-05-21|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
60460000|53484150|1479|OPSN|2013-06-05|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
60850000|45149313|1479|OPSN|2013-05-17|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
06030000|61513851|1484|FWSP|2007-09-04|NULL|STU AST - FEDERAL COMM SERVICE|1
63400400|39747670|1066|US2N|1986-07-28|NULL|CUSTODIAL SPV|1
12020100|33310712|396|FELL|2010-08-16|NULL|PREDOC FELLOWSHIP|1
29230000|77065090|1479|OPSN|2011-09-06|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
60732000|72116523|1479|OPSN|2013-07-22|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
29092200|47418470|908|TU2N|2005-11-29|NULL|PROGRAM AST|1
60410000|96041870|1476|TA12|2001-03-30|NULL|IT EXPERT|1
30130000|03533461|789|FACM|2004-06-18|NULL|CLIN PROF|1
29030101|48869481|396|FELL|2014-08-16|NULL|PREDOC FELLOWSHIP|1
23010000|17563760|1573|OF12|2004-12-03|NULL|ACADEMIC LUMP SUM PAYMENT|1
24010000|99603840|54|OF09|2004-08-16|NULL|ADJ PROF|1
15060000|35978465|538|GA09|2012-01-01|NULL|GRADUATE RES AST|1
30080000|11562758|294|HOUS|2012-07-01|NULL|CHIEF RESIDENT|1
29120000|53551268|1479|OPSN|2009-06-30|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
60410000|21389121|1479|OPSN|2014-07-11|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
63520300|51142117|1033|TU2N|2009-10-30|NULL|GROUNDSKEEPER|1
29120000|31564919|1635|TU2N|2012-09-19|NULL|CODING REIMBURSE ANALYST 1|1
52010000|92362360|1573|OF12|2004-12-03|NULL|ACADEMIC LUMP SUM PAYMENT|1
57720000|89864618|1479|OPSN|2010-03-12|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
16280000|00158280|820|TU2N|2003-06-13|NULL|OFFICE MGR|1
32080400|05959371|1573|OF12|2010-07-29|NULL|ACADEMIC LUMP SUM PAYMENT|1
29070100|04680890|908|TU2N|1984-05-21|NULL|PROGRAM AST|1
28319000|30373380|908|US2N|1993-08-23|NULL|PROGRAM AST|1
52010000|39148302|1573|OF12|2013-05-17|NULL|ACADEMIC LUMP SUM PAYMENT|1
29700100|95194944|939|TU2E|2011-02-21|NULL|BIOLOGICAL SCIENTIST|1
28311001|91111061|1479|OPSN|2012-03-16|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
28090000|76075620|1573|OF12|2013-05-10|NULL|ACADEMIC LUMP SUM PAYMENT|1
63500100|23822040|929|TU2E|2001-10-01|NULL|ENGINEERING TECH, SR|1
15010000|98914259|396|FELL|2011-09-16|NULL|PREDOC FELLOWSHIP|1
32050000|89240110|1377|TA12|2007-05-18|NULL|STATISTICAL RESEARCH, CRD 2|1
55110100|09844929|1476|TA12|2010-02-01|NULL|IT EXPERT|1
29020100|21412128|1479|OPSN|2004-05-11|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
32080300|07794005|1573|OF12|2012-08-17|NULL|ACADEMIC LUMP SUM PAYMENT|1
56021500|17404661|1479|OPSN|2013-05-16|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
14800000|29347910|1479|OPSN|1989-05-01|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
29091100|53253401|805|TU2N|2004-05-10|NULL|SECRETARY, SR|1
52010000|25281370|1573|OF12|2013-01-23|NULL|ACADEMIC LUMP SUM PAYMENT|1
52010000|42829580|1573|OF12|2011-12-09|NULL|ACADEMIC LUMP SUM PAYMENT|1
57203000|70213686|908|TU2N|2009-11-27|NULL|PROGRAM AST|1
34070103|93687353|178|CTSY|2014-07-01|NULL|CO CLIN POSTDOC ASO|1
06010000|73391490|1476|TA12|1997-02-07|NULL|IT EXPERT|1
62010200|41906919|829|TU2N|2011-07-01|NULL|HUMAN RESOURCE REP|1
28090000|02124516|1479|OPSN|2012-04-24|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
32060300|31388893|141|CTSY|2008-01-15|NULL|AFFL LECTURER|1
28321100|49540900|1567|TU2N|1993-08-05|NULL|VETERINARY TECH 1|1
16940100|93916814|537|GA09|2011-07-01|NULL|GRADUATE TCH ASO|1
16120100|40199530|908|US2N|1983-10-11|NULL|PROGRAM AST|1
19090100|50965911|396|FELL|2014-08-16|NULL|PREDOC FELLOWSHIP|1
29051300|35508168|789|FACM|2004-01-02|NULL|CLIN PROF|1
29080000|57539739|1588|FA12|2003-07-15|NULL|ASO PRG DIR & AST SCTST|1
60152300|80763030|908|TU2N|1992-07-14|NULL|PROGRAM AST|1
28090000|14011858|1479|OPSN|2014-02-25|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
28323001|08947440|1568|TU2N|1998-08-28|NULL|VETERINARY TECH 2|1
29010805|19701850|1164|TA12|1999-12-08|NULL|EDUC/TRAINING PROGS, CRD 1|1
06030000|45598848|1484|FWSP|2013-02-07|NULL|STU AST - FEDERAL COMM SERVICE|1
29080100|43657105|743|CTSY|2010-12-24|NULL|CO AST PROF|1
30140000|34042681|182|CTSY|1968-01-01|NULL|CO CLIN PROF|1
28311300|15170166|1479|OPSN|2014-04-25|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
60140000|38039648|538|GA12|2014-08-16|NULL|GRADUATE RES AST|1
29091700|39713420|1479|OPSN|2010-12-19|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
19050000|00144290|1479|OPSN|2013-05-16|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
56020000|51175820|119|CTSY|2004-06-18|NULL|AFFL CURATOR|1
16300100|15945740|67|OF09|2011-10-17|NULL|ADJ LECTURER|1
19340000|43902158|1479|OPSN|2013-12-02|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
29051402|28657850|789|FACM|1997-08-18|NULL|CLIN PROF|1
63400300|87733671|1066|TU2N|2003-12-09|NULL|CUSTODIAL SPV|1
60140000|62581820|743|CTSY|2004-06-18|NULL|CO AST PROF|1
17060100|96996979|538|GA12|2010-08-16|NULL|GRADUATE RES AST|1
13020100|32136830|945|US2E|1989-05-17|NULL|LABORATORY, SR TEACHING SPEC|1
34100300|97045949|1479|OPSN|2009-02-16|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
52030000|63741710|908|TU2N|1979-08-17|NULL|PROGRAM AST|1
14200850|14404138|1479|OPSN|2012-08-22|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
52010000|22078570|1573|OF12|2010-02-19|NULL|ACADEMIC LUMP SUM PAYMENT|1
24010000|47979144|1573|OF12|2011-10-17|NULL|ACADEMIC LUMP SUM PAYMENT|1
60770000|47865520|1101|TU2N|2006-06-27|NULL|AGRICULTURAL AST, SR|1
18070000|65179849|1479|OPSN|2013-03-29|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
63520300|12446595|1033|TU2N|2013-09-27|NULL|GROUNDSKEEPER|1
16280000|54597666|396|FELL|2012-08-16|NULL|PREDOC FELLOWSHIP|1
14330300|27664820|1746|TA12|1986-03-21|NULL|Systems Admin/Programmer 2|1
14201000|56481841|1828|TA12|2004-11-09|NULL|END USER COMPUTING SPEC 3|1
13030100|08661429|1479|OPSN|2011-07-22|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
29120000|35451997|743|CTSY|2007-09-21|NULL|CO AST PROF|1
60230000|91094231|1479|OPSN|2013-06-10|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
05370000|86150396|1479|OPSN|2012-05-01|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
60330000|34834148|1479|OPSN|2004-06-18|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
33060000|11375501|67|OF12|2010-01-04|NULL|ADJ LECTURER|1
35010900|95176198|908|TU2N|2013-11-22|NULL|PROGRAM AST|1
29160300|12429725|908|TU2N|2011-06-24|NULL|PROGRAM AST|1
02120000|12910880|1479|OPSN|2001-08-31|NULL|OPS HOURLY NON-SECRETARY/CLERK|1
01010000|98055250|1639|FA12|1988-08-01|NULL|SR ADVISOR TO THE PRESIDENT|1
60150000|76974690|945|TU2E|1976-05-17|NULL|LABORATORY, SR TEACHING SPEC|1
32060300|91215781|141|CTSY|2008-09-23|NULL|AFFL LECTURER|1
30290000|59561094|789|FACM|2014-03-03|NULL|CLIN PROF|1
34010702|25771270|908|US2N|1985-09-25|NULL|PROGRAM AST|1
