AwardIDType|AwardID|Title|TotalAwarded|DirectCosts|StartDate|EndDate|PI|CoPI|Inv|DeptID|SponsorID|SponsorAwardID|Note
CONT|00096527|MODULATION OF TUMOR OXYGENATION TO ENHANCE RADIOTHERAPY|110028.00|91690.00|01/01/2015|12/31/2018|42820070|||29200700|GM01432|S15109|
CONT|00041107|SUMMER RESEARCH FELLOWSHIPS|51000.00|51000.00|05/19/1983|09/15/2009|37265760|||29010805|GM01433|ACS FLA DIV|
CONT|00051296|THERMAL TRANSPORT ACROSS INORGANIC/ORGANIC INTERFACES|80000.00|80000.00|01/01/2006|08/31/2008|33670141|||19090100|GM01434|NULL|
CONT|00078375|ACS APPLIED MATERIALS AND INTERFACES EDITORSHIP|392951.72|392951.72|08/01/2010|12/31/2015|03470880|||16120100|GM01434|NULL|
CONT|00082012|ACS HACH LAND GRANT SCHOLARSHIP|12000.00|12000.00|05/18/2011|05/17/2012|01103570|||16120100|GM01434|NULL|
CONT|00064755|AN INTEGRATED NUMERICAL AND EXPERIMENTAL STUDY OF THE SCALE EFFECTS OF FLOWS IN STIRRED TANK REACTORS|40000.00|40000.00|09/01/2007|08/31/2009|60838059|||19020100|GM01434|3378-UF-ACS-3857|
CONT|00051033|MEASUREMENT AND SIMULATION OF NORMAL STRESSES IN OSCILLATINGSUSPENSIONS|80000.00|80000.00|09/01/2004|08/31/2007|32229370|||19030100|GM01434|41442-AC9|
CONT|00057306|PALLADIUM-CATALYZED OXIDATIVE COUPLING USING NANOPARTICLE CATALYSTS|35000.00|35000.00|09/01/2005|06/28/2007|10331880|||19030100|GM01434|42514-G5|
CONT|00056773|WARM SALINE DEEP WATER PRODUCTION IN THE MIDDLE EOCENE TO EARLY OLIGOCENE|79400.00|79400.00|05/01/2005|08/31/2009|12217320|||16240000|GM01434|43066-AC2|
CONT|00063743|SPECTROSCOPY OF POLYCYCLIC AROMATIC HYDROCARBON CATIONS AND COMPLEXES|90000.00|90000.00|01/01/2007|08/31/2010|85149590|||16120100|GM01434|45719-AC6|
CONT|00063642|CHIRAL ACYCLIC CARBENE LIGANDS FOR THE ASYMMETRIC SUZUKI COUPLING REACTION|45000.00|45000.00|01/01/2007|08/31/2009|81588042|||16120100|GM01434|46157-G1|
CONT|00076854|POST-DEPOSITIONAL DISSOLUTION OF CARBONATE MINERALS: ORIGINS OF SECONDARY POROSITY IN MODEERN CARBONATE PLATFORMS|100000.00|100000.00|01/01/2010|08/31/2014|20254940|||16240100|GM01434|49618-ND2|
CONT|00083867|POLYNUCLEAR MANGANESE-OXO CLUSTERS AS NEW TYPES OF HOMOGENEOUS ELCTROCATALYSTS FOR WATER OXIDATION|100000.00|100000.00|08/01/2012|08/31/2015|76164850|||16120100|GM01434|52242-ND3|
CONT|00092579|INTERFERON GAMMA CONTROL OF TYPE -1 DIABETES-INDUCING CD8 T CELLS|207000.00|180000.00|01/01/2014|12/31/2016|49596169|||60090000|GM01446|1-14-BS-051|
CONT|00092177|ORAL DELIVERY OF BIOENCAPSULATED ACE2 AND ANG1-7 FOR THERAPYOF DIABETIC|103500.00|89798.00|01/01/2015|12/31/2015|03770050|||29150000|GM01446|1-15-85-115|
CONT|00092148|MECHANISMS OF TYPE 1 DIABETES REMISSION INDUCED BY COMBINATION THERAPY|180000.00|156522.00|01/01/2015|12/31/2017|67697526|||29080100|GM01446|1-15-TS-22|
CONT|00057309|VOLUNTARY EXERCISE IDENTIFIES NEW GENE CANDIDATES FOR THE PREVENTION OF TYPE 2 DIABETES.|300000.00|260870.00|07/01/2005|06/30/2008|81987980|||32030000|GM01446|7-05-RA-54|
CONT|00059474|MECHANISMS AND CHARECTERIZATION OF REGULATORY T CELL DEFECTSIN HUMAN TYPE 1 DIABETES|300000.00|260869.00|07/01/2006|06/30/2009|56438300|||29080100|GM01446|7-06-RA-09|
CONT|00071882|COUNTER-BALANCING THE RENIN-ANGIOTENSIN SYSTEM WITH ANG (1-7)/ACE2 A NOVEL MECHANISM AND THERAPY FOR DIABETIC RETIONOPAT|310500.00|270000.00|01/01/2010|12/31/2012|03770050|||29150000|GM01446|7-09-BS-114|
CONT|00080513|OSTEOCLAST FUNCTION IN DIABETES|689312.50|602662.42|07/01/2011|06/30/2016|99749116|||34130000|GM01446|7-11-CD-17|
CONT|00084497|PRODIABETIC ROLE OF PURINE DEGRADATION VIA XANTHINE OXIDOREDUCTASE|316250.00|275000.01|07/01/2012|06/30/2016|10513900,19625410|||29051300|GM01446|7-12-BS-162|
CONT|00084486|ROLE OF T CELL MITOCHONDRIAL FUNCTION IN THE PATHOGENESIS OFTYPE 1 DIABETES|87875.00|79886.37|07/01/2012|06/30/2014|96462113|||29080100|GM01446|7-12-IN-09|
CONT|00084546|IDENTIFYING THE CONTRIBUTION OF BETA CELL DYSFUNCTION AND A TOIMMUNITY TO THE PATHOGENESIS OF TYPE 1 DIABETES|123750.00|123750.00|07/01/2012|06/30/2016|56438300|81053240||29080100|GM01446|7-12-MN-03|
CONT|00088442|INFLUENCE OF IL-12 AND IL-18 ON IMMUNOREGULATION AND TYPE 1 DIABETES PATHOGENESIS|207000.00|180000.00|07/01/2013|06/30/2016|37428470|||29080100|GM01446|7-13-BS-022|
CONT|00088434|NONALCOHOLIC FATTY LIVER DISEASE (NAFLD) IN AFRICAN-AMERICANS WITH T2DM: ROLE OF SCREENING AND EARLY INTERVENTION|100000.00|86957.00|11/01/2013|04/30/2015|89940159|||29050000|GM01446|7-13-CE-10-BR|
CONT|00085405|IMPLEMENTATION OF A COMMUNITY BASED INTERVENTION TO IMPROVE DIABETES OUTCOMES IN RURAL AFRICAN AMERICANS|25000.00|22727.27|07/01/2012|06/30/2013|61527460|||29051000|GM01446|HR-NP-2012-02|
CONT|00059534|EDUCATION FINANCE AND POLICY JOURNAL|15000.00|15000.00|01/12/2006|05/21/2009|96144040|||17050100|GM03701|Am Education Finance|
CONT|00040480|MECHANISM OF CHOLESTEROL AND STAR TRANSPORT INTO MITOCHONDRI A|80000.00|72727.00|07/01/2004|04/15/2008|88375212|||29110000|GM01458|AHA 0435263B|
CONT|00060931|SITE-DIRECTED SPIN LABELING EPR STUDIES OF CONFORMATIONAL DYNAMICS IN THE FLAP REGION IN HIV PROTEASE|43540.00|43540.00|07/01/2006|06/30/2008|34460820|00948630||16120100|GM01458|AHA 0615135B|
CONT|00059520|GENETIC VARIATION OF BETA-ADRENERGIC RECEPTOR KINASE 1: DEFINITION, FUNCTIONAL CONSEQUENCES, CLINICAL IMPLICATIONS|65310.00|65310.00|07/01/2006|06/30/2008|77447370|91819609||32060000|GM01458|AHA 0615189B|
CONT|00059522|ROLE OF THE ARACHIDONATE 5-LIPOXYGENASE PATHWAY IN CORONARY HEART DISEASE|43540.00|43540.00|07/01/2006|06/30/2008|77447370|00092630||32060000|GM01458|AHA 0615253B|
CONT|00061040|CARDIAC MITOCHONDRIAL BIOGENESIS AND MACROAUTOPHAGY|43540.00|43540.00|07/01/2006|06/30/2008|51343350|36196626||29310200|GM01458|AHA 0615256B|
CONT|00059442|MRI AS A NOVEL NON-INVASIVE METHOD FOR IN VIVO TRACKING OF EPC IN MYOCARDIAL DYSFUNCTION IN DIABETIC MICE|103844.00|103844.00|07/01/2006|06/30/2008|43262350|91969447||29100100|GM01458|AHA 0625533B|
CONT|00059397|ROLEO F RENAL INNER MEDULLARY PHOSPHODIESTRERASE-5 IN THE REGULATION OF NATRIURESIS|81044.00|81044.00|07/01/2006|06/30/2008|11353150|11868320||29110100|GM01458|AHA 0625605B|
CONT|00059523|GENETIC POLYMORPHISMS AND DIABETES: ASSO. IN ANTIHYPER- TENSIVE DRUG PATHWAYS|93224.00|93224.00|07/01/2006|06/30/2008|77447370|67438801||32060000|GM01458|AHA 0625619B|
CONT|00059891|THE ROLE OF ACTIVIN RECEPTOR-LIKE KINASE (ALK1) IN VASCULAR DEVELOPMENT AND REMODELING|87263.00|87263.00|07/01/2006|06/30/2008|44230100|09855710||29110100|GM01458|AHA 0625625B|
CONT|00052923|CHARACTERIZATION OF RECOMBINANT ADENO-ASSOCIATED VIRUS VECTOR-MEDIATED CORRECTION OF GLYCOGEN STORAGE DISEASE...|260000.00|236364.00|01/01/2005|12/31/2009|52509800|||29092300|GM01456|0530049N|
CONT|00055454|PHENOTYPE COORDINATION IN ACTIVE SKELETAL MUSCLE CELLS|260000.00|236364.00|01/01/2005|12/31/2008|10152340|||26030000|GM01456|0530196N|
CONT|00066263|EIF2 KINASES STRESS RESPONSE AND ATHEROSCLEROSIS|71500.00|65000.00|08/27/2007|10/06/2008|49457711|||29092300|GM01456|0535504Z|
CONT|00059407|TGF-BETA SIGNALING MECHANISMS IN VEIN GRAFT ADAPTATIONS|260000.00|236363.82|07/01/2006|06/30/2010|37401420|||29141900|GM01456|0635354N|
CONT|00066185|PATHWAY PHARMACOGENETICS AND ANGIOTENSIN RECEPTOR BLOCKER RESPONSES|124373.00|113066.36|08/15/2007|06/30/2008|20487960|||32060100|GM01456|0665496Z|
CONT|00072990|RNA EXPRESSION ANANLYSIS OF ENDOMETRIAL BIOPSIES COMPARING PLACEBO, BAZEDOXIFENE/CE, AND RALOXIFENE|795.00|636.00|06/08/2009|04/27/2011|49493750|||29070105|GM034|3115A1-1125-WW|
CONT|00058331|A DOUBLE-BLIND RANDOMIZED PLACEBO-AND ACTIVE-CONTROLLED EFFICACY AND SAFETY STUDY OF BAZEDOXIFENE/CONJUGATED ESTROGENS C|48662.50|38930.00|11/08/2005|11/04/2007|49493750|||29070100|GM034|3115A1-306-WW|
CONT|00071605|EVALUATION OF CHANGES IN MAMMOGRAPHIC BREAST DENSITY WITH BAZEDOXIFENE ACETATE/CONJUGATED ESTROGEN, RALOXIFENE...|2325.00|1860.00|01/22/2009|02/13/2010|49493750|||29070103|GM034|3115A1-4000-WW|
CONT|00069053|A DOUBLE-BLIND, RANDOMIZED, PLACEBO-CONTROLLED STUDY ASSESSING THE SAFET7Y AND EFFICACY OF DVS SR FOR THE TERATEMENT OF|51787.50|41430.00|06/17/2008|05/21/2011|49493750|||29070100|GM034|3151A2-3353-NA|
CONT|00062852|A PHASE 2, RANDOMIZED, OPEN-LABEL STUDY OF THE SAFETY, ANTIVIRAL ACTIVITY, AND PHARMACOKINETICS.....|117198.00|93757.60|11/20/2006|10/12/2009|51342270|||29051402|GM034|3173A1-200-US|
CONT|00068170|CATCH (COMMUNITY ACCESS TO CHILD HEALTH PLANNING FUNDS)|8500.00|8500.00|02/07/2008|02/28/2010|50975821|||30090100|GM034|Amer Acad of Pediatr|
CONT|00058273|ELAN PHARMACEUTICALS PBMC PROCESSING|5000.00|4000.00|08/11/2005|08/10/2009|56438300|||29080100|GM034|ELAN PHARMACEUTICALS|
CONT|00070673|STEVEN SMITH POSTDOCTORAL FELLOWSHIP RESEARCH PROJECT: ANTIMICROBIAL RESISTANCE MANAGEMENT|13513.00|10724.60|10/01/2008|02/01/2011|42846721|||32060000|GM035|00020246|
CONT|00064722|A RANDOMIZED, OPEN-LABEL STUDY TO COMPARE THE REATE OF NEW NON-MELANOMA SKIN CANCER IN MAINTENANCE RENAL ALLOGRAFT RECIP|85931.87|68745.50|01/04/2007|11/28/2009|68511040|||29141300|GM035|0468H1-407-AUS|
CONT|00068074|INHIBITION OF P13K/AKT/MTOR PATHWAY BY RAPAMYCIN AND ITS EFFECT ON LIVER FIBROSIS|202245.52|161785.75|03/01/2009|02/28/2010|77597920,75371720|||29141300|GM035|048G1-4469|
CONT|00059764|...STDY OF THE CLIN OUTCOMES, SAFETY & TOLERABILITY OF MULTIDOSES OF PANTOPRAZOLE SADIUM ENTERIC-COATED SPHEROIDS IN...|26486.25|21189.40|04/18/2006|02/10/2009|13321400|||29091000|GM035|3001B3 328 NA|
CONT|00087891|CALLIE DUNN-2012 APA DISSERTATION RESEARCH AWARD|3250.00|3250.00|11/01/2012|11/05/2014|56991170|||33070000|GM01478|NULL|
CONT|00092087|CONDITIONED FEAR AND SENSORY GAIN MECHANISMS IN HUMAN VISUAL CORTEX|1000.00|1000.00|11/06/2013|11/05/2014|58032656|||16400500|GM01478|NULL|
CONT|00093003|AGE-RELATED MECHANISMS OF EMOTION ANTICIPATION AND PERCEPTION|11000.00|11000.00|07/01/2014|06/30/2016|09847890|||33070000|GM01478|NULL|
CONT|00093845|CHARACTERIZATION OF ELDERLY ON DAILY ACTIVITIES IN THE REAL-|2000.00|2000.00|07/01/2014|06/30/2016|32348020|||33070000|GM01478|NULL|
CONT|00095409|MINORITY FELLOWSHIP FOR JESSICA SPIGNER|22476.00|22476.00|09/01/2014|08/31/2015|84834933|||33070000|GM01478|NULL|
CONT|00060395|THE INTERRELATIONSHIP BETWEEN LAW, PSYCHOLOGY, AND MEDICINE REGARDING THE DECISISON TO CARE FOR ELDERLY FAMILY MEMBERS|5000.00|5000.00|03/08/2006|01/25/2009|00220820|||16180000|GM01478|Am Psych. Assn.|
CONT|00067824|IMPACT OF MATERNAL OBESITY ON DEVELOPMENT OF OBESITY AND HYPERTENSION USING A BHR MODEL: FOR ANAYA MITRA|1000.00|1000.00|01/01/2008|12/31/2008|61707830|||16400500|GM01478|Amer Psychological|
CONT|00071963|VULNERABILITY FOR SELF-INJURIOUS BEHAVIOR: NEUROBIOLOGICAL MECHANISMS|1000.00|1000.00|12/10/2008|12/10/2009|08659050|||16400500|GM01478|Amer Psychological|
CONT|00076031|TEMPOROBASAL SUCAL MORPHOLOGY|1000.00|1000.00|11/20/2009|11/19/2010|56991170|||33070000|GM02324|NULL|
CONT|00040618|A LONGITUDINAL & MICROGENETIC STUDY OF PROBLEM SOLVING IN GIFTED CHILDREN|75000.00|75000.00|01/13/2004|12/31/2009|09601500|||16400000|GM02324|AM PSYCHOLOGICAL FDT|
CONT|00068171|THE DIAGNOSTIC UTILITY OF A MULTI-TASK VERBAL FLUENCY PARADIGM IN FRONTAL AND TEMPORAL LOBE EPILEPSY:|2500.00|2500.00|01/25/2008|01/24/2009|56991170|||33070000|GM02324|Amer Psychological F|
CONT|00069485|CONSTRUCTING MULTI-RACIAL GAY SELVES: INTERPRETIVE WORK OF BLACK AND WHITE MEN TOGETHER|4310.51|4310.51|06/01/2008|05/31/2009|26703800|||16800000|GM02324|Amer Psychological F|
CONT|00074170|COGNITIVE COTROL AND FEEDBACK PROCESSING IN PARKINSON DISEASE FOR IDA KELLISON|2500.00|2500.00|09/12/2008|06/30/2010|77560740|||33070000|GM02324|AMER PSYCHOLOGICAL F|
CONT|00036078|EDITOR SPONSORSHIP - AMERICAN PSYCHOSOMATIC SOCIETY|315922.04|315922.04|12/01/2001|09/09/2008|27510710|||29050403|GM02141|AM PSYCHOSOMATIC SOC|
CONT|00059235|EFFECTS OF ACETYLCYSTEINE ON RECOVERY OF EQUINE LARGE COLON FROM ISCHEMIC INJURY|29566.00|29566.00|10/01/2006|09/30/2007|78899169|58889461||28040000|GM01479|AM QUARTER HORSE AS|
CONT|00085126|NEUROINFLAMMATION IN ALS|80000.00|80000.00|08/01/2012|07/31/2013|15371448|||29020100|GM03593|510H6B|
CONT|00076605|BRANDING INDIVIDUAL ATHLETE: DEVELOPING A CONCEPTUAL MODEL OF ATHLETE BRAND IMAGE (MABI)|2000.00|1587.00|01/01/2010|12/31/2012|08551851|||26020000|GM04906|ANCHOR PUBLISHING|
CONT|00090129|ELVITEGRAVIR +/- BMN-673 AS A SENSITIZER TO ETOPOSIDE TREATMENT IN AML|49161.00|49161.00|12/01/2013|07/20/2014|63197951,51715100||63317945|29050600|GM0006242|NULL|
CONT|00084170|PAIN AND OPIOD-INDUCED RESPIRATORY DEPRESSION USING HIGH-DEMENSIONAL CLINICAL DATA TO PREDICT CLINICALLY SIGNIFICANT DRU|0.00|0.00|07/01/2012|07/01/2012|37021280,36271140|||29040100|GM01490|ANESTHESIA PATIENT|
CONT|00067644|BRAIN POTENTIALS OF COGNITION AND EMOTION IN INDIVIDUALS WITH ANGELMAN SYNDROME|35000.00|35000.00|02/01/2008|01/30/2009|20103400|||16400700|GM04266|Angelman Syndrome Fo|
CONT|00070548|STUDENT RESEARCH GRANT C. RITTSCHOF|2000.00|2000.00|06/14/2008|06/13/2009|85349610|||16900100|GM04510|Animal Behavior Soci|
CONT|00092557|COPPER BIOAVAILABILITY FROM CUPROUS OXIDE VERSUS COPPER SULFATE|33750.00|26265.00|03/01/2014|04/30/2015|59065529|||60150000|GM0006116|NULL|
CONT|00057239|A MLTICTR, RNDMZD,DB, PLC-CTLD, COMP TRIAL OF AMD3100 PLUS G-CSF VS G-CSF PLUS PLACEBO TO MOBILIZE AND COLLECT|19565.11|15652.07|07/15/2005|07/25/2008|37265760,42121430|||29300500|GM03578|AMD3100-3101|
CONT|00057242|A MLTICTR, RNDMZD, DB, PLCB-CNTLD, COMPARATIVE TRIAL OF AMD3100 VERSUS G-CSF PLUS PLACEBO TO MOBILIZE AND COLLECT|8815.31|7052.25|07/15/2005|08/15/2008|37265760|||29300500|GM03578|AMD3100-3102|
CONT|00061591|FUNCTIONAL ROLE OF HEMATOPOEITIC STEM CELLS AND CIRCULATING ENDOTHELIAL PROGENITOR CELLS IN CAROTID ATHEROSCLEROSIS|40000.00|32000.00|07/15/2006|07/14/2007|51427982|||29190100|GM03844|ANSPACH|
CONT|00077964|EVALUATION OF POTENTIALLY DELETERIOUS DYSFUNCTION OF HEMATOPOIETIC STEM CELL HOMING FOLLOWING ACUTE STROKE|40000.00|32000.00|07/02/2010|07/01/2011|57694561|||29190100|GM03844|Anspach|
CONT|00094349|TRACING THE QUATERNARY EVOLUTION OF THE ANTARCTIC PENINSULA AND WEST ANTARCTIC ICE SHEETS USING LEAD ISOTOPES IN ICE|8217.00|8217.00|07/01/2014|06/30/2017|91732639|||16240000|GM0006277|NULL|
CONT|00066574|APERIO MEDICAL ADVISORY BOARD MEMBER AGREEMENT|4000.00|3200.00|11/26/2007|10/10/2008|25182230|||29080100|GM04187|APERIO|
CONT|00073271|BENCH SCREENING INOCULAID AGAINST STING NEMATODE|1250.00|1000.00|03/18/2009|06/18/2009|35138820|||60140000|GM04681|NULL|
CONT|00070595|EVALUATION OF ARY MATERIALS AS TURFGRASS NEMATICIDES|11000.00|8800.00|05/01/2008|12/01/2008|35138820|||60140000|GM04429|NULL|
CONT|00071574|EVALUATION OF ARYSTA PRODUCTS FOR NEMATODE CONTROL ON CENTIPEDE GRASS|9000.00|7200.00|09/02/2008|12/24/2008|35138820|||60140000|GM04429|08112546|
CONT|00057569|EFFECT OF NOVEL ANALOGS OF CLOZAPINE ON NMDA RECEPTOR FUNCTION IN CULTURED NEONATAL RAT CORTICAL NEURONS|133424.00|106739.00|07/01/2005|06/30/2008|46281250|||29040100|GM01147|Aryx Therapeutics|
CONT|00086945|BIOMECHANICAL COMPARISON OF SOFT TISSUE CONTRIBUTION FOR HIPSTABILITY IN SEVERAL DIFFERENT POSTURES|20786.00|16176.00|08/01/2012|07/31/2013|86641300|||29170100|GM0005646|NULL|
CONT|00073916|CARBON MODULAR RADIAL HEAD STUDY|8062.50|6450.00|09/10/2009|09/10/2015|87863450|86971909||29170100|GM04729|CP-RH-002|
CONT|00085026|IN VITRO CHARACTERIZATION OF THE CHOLINERGIC RECEPTOR PROFILE OF ASM-024 AND ITS METABOLITE ASM-073|15779.00|12623.00|02/22/2012|02/21/2013|20962220|||29100100|GM0005525|NULL|
CONT|00088895|EVALUATION OF THE ALPHA7 NACHR MEDIATED REGULATION OF INFLAMMATORY CYTOKINE RELEASE BY ASM-024 AND REFERENCE COMP.|17966.00|14373.00|03/15/2013|09/30/2013|20962220|||29100100|GM0005525|NULL|
CONT|00063879|IPPD 2006-2007: AUTOMATION OF A 600 TON LOAD-TESTER FOR SPACE VEHICLE OPERATIONS|20000.00|20000.00|08/16/2006|08/15/2007|49121310,05132560|05132560||19030100|GM01283|UCF-FY-04|
CONT|00059575|CARDIOPULMONARY AND METABOLIC RESPONSES TO EXERCISE IN TYPE IIIA GLYCOGEN STORAGE DISEASE: IMPACT OF GLUCOSE ADMIN......|24792.36|24792.36|02/01/2006|05/07/2010|94996966|||29090900|GM03600|Assn for Glycogen St|
CONT|00061465|CAN THE HEART BE PROTECTED FROM HYPERLIPIDEMIA GLYCOGEN STORAGE DISEASE AND ATHEROSCLEROSIS?|30800.00|30800.00|01/01/2007|08/16/2009|94996966|45268160||29090900|GM03600|Assn for Glycogen St|
CONT|00068770|2008 AIR DISSERTATION FELLOWSHIP|19999.00|19999.00|06/01/2008|06/30/2009|81318001|28908183||18040000|GM02276|Asso for Institution|
CONT|00086277|CHOOSING A STEM MAJOR IN COLLEGE: FAMILY SOCIOECONOMIC STATUS, INDIVIDUAL, AND INSTITUTIONAL FACTORS|20000.00|20000.00|06/01/2012|09/30/2013|21004150|32877436||18070000|GM02276|DG12-81|
CONT|00091332|GENE THERAPY TARGETING THE INFLAMMASOME SIGNALING IN DRY-AMDMOUSE MODELS|40000.00|40000.00|03/01/2014|02/28/2015|15114933|61043730||29060000|GM0006091|2013 Rsch Fellowship|
CONT|00060108|IDENTITY TESTING OF DIFFERENT AAV SEROTYPES VIA CAPSID PROTEOLYTIC MAPPING|35581.00|32946.00|08/28/2006|08/27/2007|66708730|||29060100|GM03730|ASSN FRANCAISE CONTR|
CONT|00083108|EVALUATION OF SAFETY, PHARMACOKINETICS AND IMMUNOMODULATORY EFFECTS OF AB103, A CD C0-STIMULATORY RECEPTOR ANTAGONIST...|65045.67|52036.14|10/02/2011|10/02/2014|40209399|||29141002|GM0005387|ATOX BIO LTD|
CONT|00087630|ATRICURE SYNERGY ABLATION LESIONS FOR NON-PAROXYSMAL FORMS OF ATRIAL FIBRILLATION TREATMENT DURING CONCIMITANT . . .|34748.50|27799.20|01/29/2013|01/28/2016|81868160|||29141700|GM05275|ABLATE PAS Clin Stdy|
CONT|00081511|ABLATE AF REGISTRY TRIAL (ATRICURE SYNERGY BIPOLAR RF ENERGYLESIONS FOR NON-PAROXYSMAL FORMS OF ATRIAL FIBRILLATION . .|6500.00|5200.00|05/15/2011|06/09/2013|81868160|||29141700|GM05275|ATRICURE|
CONT|00087417|FUTURE OF ASSEMBLY LINE AUTOMATION DEVELOPMENT: SIMULATOR FOR DIESEL ENGINE ASSEMBLY LINE|106201.00|81217.00|10/01/2012|09/30/2013|46676040|||60070000|GM0005690|NULL|
CONT|00085014|ECONOMIC CONTRIBUTIONS OF AGRICULTURE, NATURAL RESOURCES AND RELATED INDUSTRIES IN ALABAMA COUNTIES|28656.00|22925.00|03/01/2012|06/30/2013|15752950|||60060000|GM03052|NULL|
CONT|00088207|DEVELOPMENT OF CLINICAL TRANSLATIONAL STUDIES|1680781.39|1329402.85|02/05/2013|12/31/2015|61210530|||29092100|GM0005752|NULL|
CONT|00095495|AAV9 POMPE RAT STUDY - TOX STUDY|338113.82|263123.82|12/16/2014|12/15/2016|61210530,34040760||73407340|29092100|GM0005752|NULL|
CONT|00097573|AAV9-ADULT STUDY: EVALUATION OF RE-ADMINISTRATION OF RECOMBINANT ADENO-ASSOCIATED VIRUS ACID ALPHA-GLUCOSIDASE...|75328.00|58850.00|04/29/2015|10/28/2017|76765363|||29090000|GM0005752|NULL|
CONT|00095210|A MEDICAL CHART REVIEW OF PATIENTS WITH X-LINKED MYOTUBULAR MYOPATHY (XLMTM)|2792.50|2173.15|12/08/2014|12/07/2017|61210530|||29092100|GM0005752|ATX-MTM-001|
CONT|00095681|STABILITY TESTING OF CLINICAL RAAV9-DES-HGAALOT|140466.54|109312.48|01/08/2015|01/07/2018|15813111|||29092800|GM0005752|RAAV9-DES-HGAALOT|
CONT|00068185|SPEECH BASED OPTIMAZATION OF HEARING DEVICES|422674.75|338139.40|05/01/2008|02/10/2011|89977190,30269540|||33060000|GM04295|Audigence|
CONT|00082847|COMPARISON OF SINGLE VERSUS REPEAT DOSES OF AM-101 IN THE TREATMENT OF ACUTE INNER EAR TINNITUS (TACTT1)|21046.11|16836.89|08/25/2011|08/25/2013|98237800|||29210100|GM0005373|AM-101-CL-10-02|
CONT|00079973|GENE THERAPY IN MOUSE MODEL OF BARTH SYNDROME|39820.00|36200.00|02/25/2011|02/24/2012|61210530|61043730||29090000|GM02307|Gene Therapy in Mous|
CONT|00071301|POLYMER RHEOLOGY|246384.60|197107.68|01/01/2009|12/31/2012|28449780|||16120100|GM04566|Basell Polyolefine G|
CONT|00076323|NEC DEW SPRAY BAIT FOR ANT CONTROL|20264.40|16211.52|12/31/2009|08/01/2010|03101470|||60850000|GM056|NULL|
CONT|00077004|ENGINEERING GLUTAREDOXINS FOR STRESS TOLERANCE AND YIELD - INDUSTRY MATCHING FUNDS TO PROJECT 00084394|94800.00|94800.00|01/01/2009|06/30/2013|26724060|||60230000|GM056|NULL|
CONT|00077357|EFFICACY EVALUATION OF SELECTED INSECTICIDE PRODUCTS ON INCISITERMES SNYDERI (LIGHT) (LIGHT SOUTHEASTERN DRYWOOD . .|27000.00|21600.00|02/16/2010|02/16/2011|03101470|||60850000|GM056|NULL|
CONT|00081070|BLACK TO TRANSMISSIVE ELECTROCHROMIC WINDOWS|236936.00|161731.06|02/15/2011|12/31/2011|22921390|||16120100|GM056|NULL|
CONT|00085149|ELECTROCHROMIC POLYMERS AND DEVICES|10000.00|6826.00|01/01/2012|01/31/2015|28449780|||16120100|GM056|NULL|
CONT|00089659|BAS 183H/DFT COTTON/TIMING IN PROGRAM/EFFICACY COARSE SOIL|18125.00|14500.00|04/01/2013|12/31/2013|11655723|||60080000|GM056|NULL|
CONT|00089752|FCC/WATER MGMT/GREENS TURF, FCC/WATER MGMT/FAIRWAY TURF, ANDEXP/DOLLAR SPOT & BROWN PATCH/EFFICACY|37625.00|30100.00|04/01/2013|12/31/2013|94908670|||60850000|GM056|NULL|
CONT|00089778|EXP/ORNAMENTALS/POWDERY MILDEW EFFICACY|6125.00|4900.00|04/01/2013|12/31/2013|44438651|||60790000|GM056|NULL|
CONT|00090785|MANAGING COTTON FOLIAR DISEASES WITH FUNGICIDES|48125.00|38500.00|05/01/2013|09/01/2015|43933871,64178101||56786380|60190000|GM056|NULL|
CONT|00091079|ENGINEERING E. COLI FOR THE IMPROVED USE OF SUGARS DURING FERMENTATION|600000.00|480000.00|07/01/2013|07/01/2015|45626810|08740380||60100000|GM056|NULL|
CONT|00092517|BASF FIELD TRIALS|31250.00|24319.00|05/01/2013|04/30/2014|54294290|||60870000|GM056|NULL|
CONT|00092655|BASF EVALUATE EFFICACY & TALERANCE BAS 670H|25000.00|19455.00|12/01/2013|09/01/2015|88899564|||60740000|GM056|NULL|
CONT|00093158|DGT COTTON EVALUATION|12000.00|9339.00|05/01/2014|04/30/2015|11655723|||60080000|GM056|NULL|
CONT|00093216|TESTING TASK ORDER PROTOCOL DEV-F-2014-US-GEC-A-1.0|12000.00|9338.52|03/20/2014|04/30/2015|96569369|||60730000|GM056|NULL|
CONT|00093262|BASF CHEMICAL EFFICACY TEST|4500.00|3502.00|03/20/2014|03/31/2015|52485520|||60870000|GM056|NULL|
CONT|00094159|BASF RESEARCH SERVICE AGREEMENT|18000.00|14008.00|03/20/2014|03/31/2015|44438651|||60790000|GM056|NULL|
CONT|00072689|A MULTICENTER, RANDOMIZED, DOUBLE-BLIND CROSSOVER, PHASE 3 STUDY TO DETERMINE SAFETY AND EFFICACU OF GADOBUTROL|18100.00|14480.00|03/03/2009|01/07/2010|16908781|||30130100|GM04679|BAYER GROUP|
CONT|00072137|GIDEON GLOBAL INVESTIGATION OF THERAPEUTIC DECISIONS IN HEPATOCELLULAR CARCINOMA AND OF ITS TREATMENT WITH SORAFENIB|32906.25|26325.00|02/24/2009|12/31/2014|96763670|||29051402|GM04679|NX0802|
