Sponsor_ID|SponsorName
GM02256|CONSUMER ACTION
GM02257|NATL MARROW DONOR PROGRAM
GM02258|PETSMART CHARITIES
GM02259|AMBULATORY PEDIATRIC ASSO
GM0226|HOFFMANN LA ROCHE INC
GM02260|HOSPITAL FOR JOINT DISEASES
GM02629|LEVY CNTY
GM0263|KIMBERLY-CLARK CORP
GM02630|MANATEE CNTY
GM02631|MARTIN CNTY
GM02632|MONROE CNTY
GM02633|NASSAU CNTY
GM02471|US HLTH RESOURCES AND SERV ADMN MIC WIC
GM02472|US HLTH RESOURCES & SERV ADM DIV OF MED
GM02473|US HLTH RESOURCES AND SERV HRS NURSING
GM02474|US HLTH RESOURCES AND SERV ADMN HIV/AIDS
GM02475|SOCIAL SECURITY ADMINISTRATION
GM02560|CITY OF GAINESVILLE REGIONAL UTIL
GM02538|US DEPT OF HOMELAND SECURITY
GM02539|MULTIPLE FEDERAL AGENCIES
GM0254|ORTHO-MCNEIL PHARMACEUTICAL
GM02540|SERDP-STRATEGIC ENV R AND D PROG
GM02541|UF RESEARCH FOU
GM02542|UF RESEARCH FOU SALARY EXPENSE TRANSFERS
GM02543|UF RESEARCH FOU GATORADE ALLOCATION
GM02544|MULTIPLE FOUNDATIONS
GM02545|MISCELLANEOUS DONORS
GM02546|MISCELLANEOUS DONORS UNRESTRICTED
GM02547|MISCELLANEOUS DONORS RESIDUAL FUNDS
GM02548|MISCELLANEOUS DONORS MATCHING FUNDS
GM02549|MISCELLANEOUS DONORS INDUSTRY FUNDS
GM02588|CITY OF CEDAR KEY
GM02589|CITY OF ISLAMORADA
GM0259|JOHNSON CONTROLS INC
GM02590|CITY OF MULBERRY
GM02591|ALACHUA CNTY
GM02592|ALACHUA CNTY BOARD OF CNTY COMMISSIONER
GM02593|ALACHUA CNTY HLTH DEPT
GM02532|US DEPT OF HLTH AND HUMAN SER
GM02533|INTER-AMER FOU
GM02534|ARPA
GM02600|BREVARD CNTY
GM02601|BROWARD CNTY
GM02602|CHARLOTTE CNTY
GM02603|CITRUS CNTY
GM02604|COLLIER CNTY
GM02605|COLUMBIA CNTY
GM02606|COLUMBIA CNTY SCHOOL DISTRICT
GM02607|MIAMI-DADE CNTY
GM02608|MIAMI DADE CNTY SOIL WATER CONS
GM02609|DUVAL CNTY
GM0261|KBN ENGINEERING & APPLIED SCI
GM02610|FLAGLER CNTY SCHOOL BOARD
GM02611|GADSDEN CNTY
GM02612|GADSDEN CNTY TOMATO GROWERS ASSO
GM02613|GILCHRIST CNTY
GM02614|GILCHRIST CNTY SCHOOL BOARD
GM02615|HAMILTON CNTY
GM02616|HERNANDO CNTY
GM02617|HERNANDO CNTY PUBLIC WORKS
GM02618|HIGHLANDS CNTY
GM02673|JUPITER INLET DISTRICT
GM02674|NE FL EDU CONSORTIUM
GM02675|SARASOTA BAY NAT ESTUARY PGM
GM02676|WEST COAST INLAND NAVIG DIST
GM02677|TAMPA BAY WATER (AUTHORITY)
GM02678|MICCOSUKEE TRIBE OF INDIANS FL
GM02679|FL INLAND NAVIGATION DISTRICT
GM0268|KRUMM & COMPANY MARK
GM02680|CHARLOTTE HARBOR NATL ESTUARY
GM02681|SOUTHERN STATES ENERGY BOARD
GM02682|CITY OF MONTGOMERY AL
GM02683|CITY OF PITTSBURGH PA
GM02684|STATE OF CALIFORNIA
GM02685|STATE OF CA CITRUS RES BOARD
GM02686|STATE OF CA DEPT OF FOOD & AG
GM02687|STATE OF CA WATER RESOURCES CONTROL BD
GM02688|STATE OF GEORGIA
GM02689|STATE OF GEORGIA DEPT OF NATURAL RES
GM0269|LAMBDA TECHNOLOGIES
GM02556|CITY OF DAYTONA BEACH
GM02557|CITY OF EUSTIS
GM02558|CITY OF GAINESVILLE
GM02559|CITY OF GAINESVILLE PUB WORKS
GM0256|JOHNSON JOHNSON DEPUY ORTHOPAEDICS INC
GM02479|US DEPT OF EDU SPECIAL ED AND REHAB SERV
GM0248|IVAX CORP
GM02480|GENERAL SERVICES ADMN
GM02481|US ARMY
GM02482|US ARMY RESEARCH OFFICE
GM02483|US ARMY CORPS OF ENGINEERS
GM02484|US ARMY RESEARCH LABORATORY
GM02485|US ARMY MED RES ACQUISITION
GM02486|US ARMY SPACE AND MISSILE COMMAND
GM02487|US ARMY HUMPHREYS ENGINEER CTR
GM02488|US ARMY MATERIAL COMMAND ACQ CTR
GM02489|US ARMY CECOM ACQUISITION CTR
GM0249|IXION BIOTECHNOLOGY INC
GM0255|JOHNSON AND JOHNSON
GM02550|MISCELLANEOUS DONORS PROGRAM INCOME
GM02551|MULTIPLE SPONSORS
GM02457|NATL INST OF HLTH NIEHS
GM02458|NATL INST OF HLTH NIGMS
GM02459|NATL INST OF HLTH NIMH
GM0246|ISK BIOTECH CORP
GM02460|NATL INST OF HLTH NINDS
GM02461|NATL INST OF HLTH NINR
GM02462|NATL INST OF HLTH NLM
GM02463|NATL INST OF HLTH NIBIB
GM02464|NATL INST OF HLTH NCCAM
GM02465|NATL INST OF HLTH NIDDK NIAID
GM02466|NATL INST OF HLTH OPRR
GM02467|AGCY HEALTHCARE RES & QUALITY
GM02468|HLTH CARE FINANCING ADMN
GM02469|US HLTH RESOURCES AND SERV ADMN
GM0247|RAYONIER INC
GM02470|US HLTH RESO SERV ADMN BHP
GM02619|HIGHLANDS CNTY BOARD OF COMMISSIONERS
GM0262|KEY PHARMACEUTICALS
GM02620|HILLSBOROUGH CNTY
GM02621|INDIAN RIVER CTY
GM02622|INDIAN RIVER CNTY MOSQUITO CONTROL DISTR
GM02623|JACKSON CNTY
GM02624|LAKE CNTY
GM02625|LAKE CNTY SCHOOL BOARD
GM02663|REG PLANNING CNCL SOUTHWEST FL
GM02664|REG PLANNING CNCL WITHALOOCHEE
GM02665|HLTH CARE DIST PALM BEACH COUN
GM02666|WATER MGMT DISTRICTS
GM02667|NW FL WATER MGMT DISTRICT
GM02668|SO FL WATER MGMT DISTRICT
GM02669|SW FL WATER MGMT DISTRICT
GM0267|KRAFT GENERAL FOODS INC
GM02670|ST JOHNS RIVER WATER MGMT DISTRICT
GM02671|SUWANNEE RIVER WATER MGMT DIST
GM02672|EVERGLADES ENV PROTECT DIST
GM02690|STATE OF GEORGIA DEPT OF TRANSPORTATION
GM02691|STATE OF LOUISIANA
GM02692|STATE OF LA DEPT OF WILDLIFE FISHERIES
GM02693|STATE OF MINNESOTA
GM02694|STATE OF TEXAS
GM02695|STATE OF TEXAS HLTH HUMAN SERV COM
GM02696|STATE OF MARYLAND
GM02697|STATE OF NEW HAMPSHIRE
GM02698|STATE OF WISCONSIN
GM02699|STATE OF WI DEPT OF NATL RESOURCES
GM02626|LAKE CNTY WATER AUTHORITY
GM02627|LEE CNTY
GM02628|LEE CNTY BOARD OF COMMISSIONERS
GM02750|SCHWABE PHARMACEUTICALS
GM02644|PUTNAM CNTY
GM02645|SANTA ROSA CNTY
GM02646|SARASOTA CNTY
GM02647|SARASOTA CNTY NATURAL RESOURCES
GM02648|SEMINOLE CNTY
GM02649|ST JOHNS CNTY
GM0265|KNOLL PHARMACEUTICAL CO
GM02650|ST LUCIE CNTY
GM02651|ST LUCIE CNTY MOSQUITO CONTROL DISTRICT
GM02652|SUMTER CNTY
GM02653|SUMTER CNTY BOARD OF CNTY COMMISSIONERS
GM02654|SUWANNEE CNTY SCHOOL BOARD
GM02655|VOLUSIA CNTY
GM02571|CITY OF SARASOTA
GM02572|CITY OF TAVARES
GM02573|CITY OF BOCA RATON
GM02574|CITY OF NORTH BAY VILLAGE
GM02575|CITY OF FERNANDINA BEACH
GM02576|CITY OF CAPE CORAL
GM02577|TOWN OF DAVIE
GM02578|CITY OF WALDO
GM02579|CITY OF MARY ESTHER
GM0258|JOHNSON & SON S C
GM02580|CITY OF HIALEAH
GM02581|CITY OF COCOA BEACH
GM02582|CITY OF CLEARWATER
GM02583|CITY OF ZEPHYRHILLS
GM02584|TOWN OF HILLSBORO BEACH
GM02585|CITY OF DEERFIELD BEACH
GM02586|CITY OF BARTOW
GM02587|CITY OF ST PETERSBURG HOUSING AUTHORITY
GM02720|FUJISAWA PHARMACEUTICAL
GM02721|FUJITSU
GM02722|IVOCLAR AG
GM02723|KLUWER ACADEMIC PUBLISHERS
GM02635|ORANGE CNTY BOARD OF COMMISSIONERS
GM02636|ORANGE CNTY UTILITIES
GM02637|PALM BEACH CNTY
GM02638|PALM BEACH CNTY SCHOOL BOARD
GM02639|PASCO CNTY
GM0264|KNIGHT-RIDDER INC
GM02640|PINELLAS CNTY
GM02641|POLK CNTY
GM02642|POLK CNTY BOARD OF CNTY COMMISSIONERS
GM02643|POLK CNTY SCHOOL BOARD
GM02561|CITY OF HAWTHORNE
GM02562|CITY OF HIGH SPRINGS
GM02563|CITY OF JACKSONVILLE
GM02564|CITY OF JACKSONVILLE PRESERVATION PROJCT
GM02565|CITY OF JACKSONVILLE HISTORICAL SOCIETY
GM02566|CITY OF LAKELAND
GM02567|CITY OF ORLANDO
GM02568|CITY OF TALLAHASSEE
GM02724|LYONNAISE DESEAUX-DUMEZ-CIRSEE
GM02725|NORSK HYDRO
GM02726|OGLEVEE
GM02727|VANGUARD MEDICA
GM02728|ROBARTS RESEARCH INST
GM02729|RONY GAL ESRI FRANCE
GM0273|LIFE SUPPORT PRODUCTS INC
GM02730|ROTEM FERTILIZERS INC
GM02731|RUSTICAS DEL GUADALQUIVIR S A
GM02732|SANKYO COMPANY
GM02733|SANKYO COMPANY PHARMACEUTICALS
GM02734|SDS BIOTECH K K
GM02797|NV ORGANON
GM02798|KOPPERT BIOLOGICAL SYSTEMS
GM02799|SAMSUNG ELECTRO-MECHANICS CO
GM028|AMER HOME PRODUCTS CORP
GM02837|UNITED KINGDOM
GM02656|VOLUSIA CNTY PORT AUTHORITY
GM02657|WASHINGTON CNTY
GM02658|MULTIPLE COUNTIES
GM02659|REG PLANNING CNCL
GM0266|KOCIDE CHEMICAL CORP
GM02660|REG PLANNING CNCL APALACHEE
GM02661|REG PLANNING CNCL NORTH CENTRAL FL
GM0289|MEDTRONIC INC XOMED
GM02890|WORLD COMMISSION ON DAMS
GM02891|CHR. MICHELSEN INST (CMI)
GM02892|EMBRAPA
GM02893|ARAB ORGANIZATION FOR AG DEVEL
GM02894|CORPEI
GM02895|INTERMEDIATE TECH DEV GROUP
GM02896|INTL CENTRE RES IN AGROFOREST
GM02854|CATIE-CEN AGRON TROP INV Y ENS
GM02855|CENTRO INTL DE AGRIC TROPICAL
GM02856|CHIANG CHING-KUO FOU
GM02755|BRITISH BIOTECH PHARMACEUTICAL
GM02756|PROFIGEN INC
GM02757|NICHIYO AIR SERVICE INC
GM02758|BIOSYN HOLDING AB
GM02759|SMITH AND NEPHEW PLC
GM0276|LUITPOLD PHARMACEUTICALS
GM02760|SHOFU INC
GM02761|HOECHST SCHERING
GM02762|UNIPATH
GM02763|NOVARTIS INTL
GM02764|NOVARTIS INTL PHARMA
GM02765|NOVARTIS INTL ANIMAL HLTH
GM027|AM DRUG STORES
GM0270|LAWSONICS
GM02700|STATE OF NEW JERSEY
GM02701|STATE OF KENTUCKY
GM02702|STATE OF COLORADO
GM02703|STATE OF TENNESSEE
GM02704|CNTY OF ONONDAGA NY
GM02705|STATE OF NEW YORK
GM02706|STATE OF MT DEPT OF TRANSPORTATION
GM02707|CITY OF KNOXVILLE EMPOWERMENT ZONE
GM02708|GALVESTON CNTY TEXAS
GM02709|MISCELLANEOUS DONORS
GM0271|LEAR-SIEGLER INC
GM02710|MULTIPLE SOURCES
GM02711|ASTA MEDICA
GM02712|ASTA MEDICA AWD ARZNEIMITTELWERK DRESDEN
GM02713|BAYER AG
GM02714|CIBA VISION
GM02715|CIBA VISION NTL OPHTHALMIC R & D
GM02716|CIBA VISION CIBA VISION OPTHALMICS
GM02717|ESCOM SCIENCE PUBLISHERS B V
GM02718|FERTIN A/S
GM02719|FIDIA S.P.A.
GM0272|LIFE SCIENCES INC
GM02634|ORANGE CNTY
GM03041|UF DIV OF SPONSORED RES RDA PROGRAM
GM03042|UF DIV OF SPONSORED RES CONTINGENCY FUND
GM03043|UF DIV OF SPONSORED RES DSR D PROGRAM
GM03044|UF DSR SPECIAL BOARD ALLOCATION
GM03045|UF DSR COLLEGE INCENTIVE FUND
GM03046|UF DSR NEW RESEARCH CONTINGENCY FUND
GM03047|UF DSR OPPORTUNITY FUND
GM03048|UF DSR SCHOLARSHIP ENHANCEMENT FUND
GM02897|INDIAN CNCL OF FOREST RES AND EDUCATION
GM02898|PETROBRAS PETROLEO BRASILEIRO
GM02899|OTICON FOU
GM029|AMER HOME PRODS WYETH AYERST LABS INC
GM0290|MELVILLE CORP MARSHALLS INC
GM02937|FL DEPT OF COMM AFF DIV OF EMERG MGMT
GM02938|FL DEPT OF COMMUNITY AFFAIRS COASTAL MGM
GM02939|FL DEPT OF EDUCATION
GM0294|MERCK COMPANY FOU
GM02940|FL DEPT OF EDUCATION BLDG CONSTRUCTION
GM02941|FL DEPT OF EDUCATION BUR OF VOCATIONAL
GM02942|FL DEPT OF EDUCATION FL LEARN AND SERVE
GM02943|FL DEPT OF BUS AND PROF REGULATION
GM02944|FL DEPT OF BUS PROF REG REAL ESTATE COM
GM02945|FL DEPT OF BUS PROF REG PARI-MUTUEL WAG
GM02946|FL STATE UNIVERSITY SYSTEM
GM02947|FL COMMUNITY HOSPITAL EDUCATION CNCL
GM02948|FL CTR FOR SOLID & HAZARD WASTE
GM02949|STATE COMMUNITY COLLEGES
GM0295|MEROCEL CORP
GM02876|INSTITUT FUR GRENZGEBIETE
GM02800|PHONAK AG
GM02801|BIOSEARCH ITALIA SPA
GM02802|ELSEVIER SCIENCE BV
GM02803|NEMATROL INC
GM02569|TOWN OF PALM BEACH
GM0257|JOHNSON AND JOHNSON PHARM RES DEV
GM02570|CITY OF MIAMI BEACH
GM02877|SUPREME CNCL OF UNIV
GM02878|AO ASIF RESEARCH COMMISSION
GM02879|PANAMANIAN MINISTRY
GM0288|MEDTRONIC INC SOFAMORE DANEK
GM02880|ISLAMIC DEVELOPMENT BANK
GM02881|INST OF DEVELOPING ECONOMIES
GM02882|INTL LIVESTOCK RESEARCH INST
GM02883|CALOUSTE GULBENKIAN FOU
GM02884|INST OF FOOD RESEARCH
GM02885|NATL CANCER INST OF CANADA
GM02886|EURO COMMISSION DIR GEN XII SRD
GM02887|GRANTECAN CANARY ISL TELESCOPE
GM02888|NATL AG & WATER RES CTR
GM02889|WELLCOME TRUST
GM02869|US - MEXICO FUND FOR CULTURE
GM0287|MEDTRONIC INC
GM02870|CENTRAL METALLURGICAL R&D INST
GM02871|INTL ASSO SCI AND TECH FOR DEVEL
GM02872|CANMET ENERGY TECH CTR
GM02785|AVENTIS PHARMACEUTICALS
GM02786|AVENTIS ENVIRONMENTAL SCIENCE
GM02787|SYNSORB BIOTECH INC
GM02788|DECIM AB
GM02789|INFLAZYME PHARMACEUTICALS
GM0279|MAAG AGROCHEMICALS
GM02790|SPRINGER-VERLAG
GM02791|VAN STAAVEREN B.V.
GM02792|SANTEN PHARMACEUTICAL
GM02793|AXCAN PHARMA INC
GM02794|ETRI-ELEC AND TELECOM RES INST
GM02795|AGFA-GEVAERT N.V.
GM02796|MICROBIO RHIZOGEN CORP
GM0303|MONSANTO COMPANY
GM03030|UNIV OF NORTH FLORIDA
GM03031|UNIV OF SOUTH FLORIDA
GM03032|USF FL INST OF OCEANOGRAPHY
GM03033|UNIVERSITY OF WEST FLORIDA
GM04456|PHASE 5
GM02950|CENTRAL FL COMMUNITY COLLEGE
GM02951|MIAMI DADE COLLEGE
GM02952|SANTA FE COLLEGE
GM02953|VALENCIA COMMUNITY COLLEGE
GM02954|MULTIPLE COMMUNITY COLLEGES
GM02955|DEPT OF HLTH & REHAB SERVICE
GM02956|DEPT OF ENVIRONMENTAL REGULAT
GM02957|FL DEPT OF ENVIRONMENTAL PROTECT
GM02958|FL DEPT OF ENV PROTECT DIV OF STATE LAND
GM02959|FL DEPT OF ENV PROT BUR OF BCHES COAST
GM0296|METAGENE CORP
GM02960|FL DEPT OF ENV PROTECT MARINE RES INST
GM02961|FL DEPT OF ENV PROT INVASIVE PLANT MGMT
GM02962|FL DEPT OF ENV PROT NAT CULTURAL RES
GM02963|US DEPT OF COMMERCE
GM02964|FL DEPT OF STATE
GM02965|FL DEPT OF STATE DIV OF CULTURAL AFFAIRS
GM0280|MALLINCKRODT CARDIOLOGY
GM02838|DIRECCAO REGIONAL AGRICULTURA
GM02839|GOV OF ECUADOR
GM0284|MCGRAW-HILL INC
GM02840|GOV OF CANADA FOREST SERVICE
GM02841|FRENCH EMBASSY
GM02842|REPUBLIC OF HAITI
GM02843|CONSELHO NACIONAL DE DESENVOLV
GM02844|CAPES
GM02845|RURAL DEV ADMN KOREA
GM02846|RURAL DEV ADM KOREA NATL JEJU AG EXP STA
GM02847|CANADIAN INST OF HLTH RES
GM02848|EUROPEAN UNION
GM02849|UKRAINIAN NATL ACAD OF SCI INST HARD MAT
GM0285|MEDIMMUNE INC
GM02850|GOV OF ISRAEL AG RES ORG
GM02851|GOV OF EGYPT CNTRL LAB AG CLIMATE
GM02852|SWISS FEDERAL VETERINARY OFFICE
GM02853|CENTRAL CANADA VETERINARY ASSO
GM02736|TAIHO PHARMACEUTICAL
GM02737|TAISHO PHARMACEUTICAL
GM02738|WALTHAM CTR FOR PET NUTRITION
GM02739|SPEYWOOD PHARMACEUTICALS
GM0274|LOCKHEED IDAHO TECHNOLOGIES CO
GM02740|SPECS & BIOSPECS
GM02741|AGRIUM INC
GM02742|CANADIAN CARDIO COLLABORATION
GM02743|KARL HOMAE GMBT
GM02744|GLAXO RES DEV
GM02745|LAW ENVIRONMENTAL - CARIBE
GM02746|ECOVAL
GM02747|GIBECK AB
GM02748|LABORATOIRES PIERRE FABRE
GM02749|INDENA SPA
GM0275|LOEB AND COMPANY MASTER HLTH SERVICES
GM02873|CANMET ENERGY CTR PUBLIC WORKS
GM02874|INTER-AM INST FOR GCR/IAI
GM02875|US - SPAIN SCIENTIFIC EXCH
GM03034|FLORIDA GULF COAST UNIVERSITY
GM03035|MULTIPLE STATE AGENCIES
GM03036|UF DIV OF SPONSORED RESEARCH
GM03037|UF DIV OF SPONSORED RES DSR B PROGRAM
GM03038|UF DIV OF SPONSORED RES OPPORTUNITY FUND
GM03039|UF DSR GATORADE TRUST FUND
GM0304|MONSANTO COMPANY NEW TECHNOLOGIES GRP
GM03040|UF DIV OF SPONSORED RES MAIC
GM04252|FLORIDA'S FIRST COAST OF GOLF
GM04253|CENIPALMA
GM04254|ASSOCIATION FOR ASIAN STUDIES
GM0672|PIEZOTECHNOLOGY INC
GM0673|MEDCO RESEARCH INC
GM0674|CENTAUR PHARMACEUTICALS INC
GM0675|VETERINARY INFORMATION NETWORK
GM0676|H B FULLER COMPANY
GM0677|COAGULATION DIAGNOSTICS INC
GM0678|MERIAL (USA)
GM0679|EDEN BIOSCIENCE CORP
GM068|BECTON DICKINSON AND CO
GM03937|AMER GEOPHYSICAL UNION
GM03938|MIAMI UNIV OF OHIO
GM03939|MEDIOR
GM0394|SCHERING PLOUGH RES INST
GM03630|THE SKIN CANCER FOU
GM03631|SUN NUCLEAR CORP
GM02908|ESCUELA AGRICOLA PANAMERICANA
GM02909|ROYAL INST OF TECH STOCKHOLM
GM0291|MERCK AND COMPANY INC
GM02910|UNIV OF BRITISH COLUMBIA
GM02812|ABBOTT GMBH & CO KG
GM02813|CHUGAI PHARMACEUTICAL
GM04190|CYSTIC FIBROSIS FOU THERAPEUTICS
GM04332|BECKER-UNDERWOOD
GM0670|DUPONT AGRICULTURAL PRODUCTS
GM0671|PROTEL INC
GM03585|THORATEC CORPORATION
GM03586|FLP ENERGY
GM03828|CHESAPEAKE RES CONS INC
GM03829|ORAGENICS
GM0383|ROHM & HAAS COMPANY
GM03830|VECTORITE BIOMEDICA
GM03996|UF WATER INST
GM04313|MICROCOSM
GM03387|MARISLA FOU
GM03388|HUMAN FRONTIER SCI PROGRAM ORG
GM03389|VOLUNTEER FLORIDA
GM03893|CHARLES RIVER LAB CLINICAL SERVICES
GM03894|N&R ENGINEERING AND MANAGEMENT SERVICES
GM03895|HDSA RESEARCH INITIATIVES
GM03896|MEDPACE
GM03897|DUSA PHARMACEUTICALS
GM04214|LAM FOU
GM04215|INTL DIABETES FEDERATION
GM0414|SOLAR REACTOR TECHNOLOGIES INC
GM04140|BONE SUPPORT AB
GM04141|HEALTHSOUTH INPATIENT DIVISION
GM03839|UF RESEARCH FOU STRATEGIC PLAN
GM04216|EVOLUGATE
GM04217|UNIVERSITIES SPACE RESEARCH ASSOCIATION
GM03632|NATURNORTH TECHNOLOGIES
GM03633|NOVARTIS RESEARCH FOU
GM03634|GENOMICS INST OF NOVARTIS FOU
GM03635|JARDEN CORPORATION
GM03636|MARION CNTY
GM03637|CALIFORNIA PACIFIC MEDICAL CTR
GM03638|SENES TECH
GM03639|ARKEMA INC
GM0364|QUAKER OATS COMPANY
GM03640|IDENIX PHARMACEUTICALS
GM03641|NEUROBIOLOGICAL TECHNOLOGIES INC
GM03642|AMER CELL THERPAY RES FOU
GM0450|US BORAX AND CHEMICAL CORP
GM0451|US CORRECTIONS CORP
GM0452|US STEEL CORP AGRICHEMICALS
GM0453|US SUGAR CORP
GM0454|UNILEVER UNITED STATES INC
GM0657|RATON TECHNOLOGY RESEARCH INC
GM03372|ABERNETHY JOHN
GM03373|AETERNA ZENTARIS INC
GM03374|NANOBAC LIFESCIENCES
GM03375|CITY OF TAMPA HOUSING AUTHORITY
GM03376|SAN DIEGO CNTY ORCHID SOC
GM03377|MYOCOR
GM03378|SEPULVEDA RESEARCH CORP
GM03379|UNIV OF THE WEST INDIES
GM0338|PEPPER RESEARCH INC
GM03682|GOLIN-HARRIS INTERNATIONAL INC
GM03683|DIABETES RESEARCH WELLNESS FOU
GM03684|VALEANT RESEARCH AND DEVELOPMENT
GM03685|MADDIE'S FUND THE PET RESCUE FOU
GM03686|UF JACKSONVILLE PHYSICIANS
GM03687|NUCLEAR ENERGY INST
GM03688|ALIZYME THERAPEUTICS LIMITED
GM03689|VAXDESIGN
GM0369|REEMAY
GM03690|RELIANT PHARMACEUTICALS
GM03958|INTL MAIZE & WHEAT IMPROVEMENT CTR
GM03959|BLUEBERRY FARMS OF AUSTRALIA
GM0861|CONSTELLATION TECH CORP
GM0862|FRONTIER TECHNOLOGY INC
GM0863|STOLLER CHEMICAL OF FLORIDA
GM0864|PGI NONWOVENS POLY-BOND
GM0865|SIMPSON STRONG-TIE CORP
GM04218|ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI
GM04219|SPACEHAB
GM0422|CHEVRON CHEM STANDARD OIL CO OF CA
GM04220|PETRO CANADA
GM04221|FL FOU FOR RESPONSIBLE ANGLING
GM0625|CYPROS PHARMACEUTICAL CORP
GM0626|REGEN BIOLOGICS
GM0627|SURGICAL NAVIGATION SYSTEMS
GM0628|COVANCE INC
GM0629|ROCKWELL COLLINS INC
GM063|MOBAY CHEMICAL COMPANY BAYER GROUP
GM03545|INTERFACE FLOORING SYSTEMS
GM03546|EMPIRE
GM03909|INTL ELEPHANT FOU
GM0391|SCHERING PLOUGH CORP
GM03910|RIGEL PHARMACEUTICALS
GM03911|ST LUCIE CNTY SCHOOL BOARD
GM03671|WORLD GOLF FOU
GM03672|WORLD GOLF HALL OF FAME
GM03673|ENVIRONMENTAL INST FOR GOLF
GM03674|BIO CHEM ANALYSIS CORPORATION
GM03675|PLANNED PARENTHOOD MIAMIPBEACHTREASCOAST
GM03676|BENEDICT COLLEGE
GM03677|HOPE STREET KIDS
GM03678|LASER TECHNOLOGY
GM03679|GENI HERBS
GM0368|REEDY CREEK UTILITIES
GM04222|VERALIGHT INC
GM04223|FLOORING INDUSTRIES LTD
GM04224|GLOBAL RESEARCH SERVICES LLC
GM04225|TURFGRASS PRODUCERS OF FLORIDA INC
GM04226|CITY OF WEST PALM BEACH
GM04227|CITY OF W PALM BEACH PLANNING SERVICES
GM04228|FL PEDIATRIC SOCIETY
GM04229|SPERIENT CORPORATION
GM03380|GLOUCESTER PHARMACEUTICALS INC
GM03381|VOLVO RESEARCH AND EDUCATION FOU
GM0828|ORAPHARMA INC
GM0829|OSTEOGENICS INC
GM083|BOEHRINGER MANNHEIM CORP
GM0830|RESPIRONICS INC
GM0831|ALCHEM LABORATORIES INC
GM0832|IMPERIAL RESEARCH & MANUFACTRN
GM0833|WESTFALIA-SURGE CO
GM0396|SCIENTIFIC BAITS
GM03960|THIRD WAVE TECHNOLOGIES
GM03961|LBR REGULATORY
GM03962|JAPAN FOU
GM03963|AGENCY FOR DEFENSE DEVELOPMENT
GM03964|ALEX'S LEMONADE STAND FOU
GM0866|BECHTEL BWXT IDAHO
GM04161|RAPID ROUTERS
GM04162|GENEEX
GM04163|SHAW ENVIRONMENTAL
GM04164|CENTRE NATL DE LA RECHERCHE SCIENCE
GM04165|AVALON PHARMACEUTICALS
GM04166|FUJIREBIO DIAGNOSTICS
GM04167|NATL ACAD OF EDUCATION
GM04168|DEBIOPHARM SA
GM04169|METROPLAN ORLANDO
GM0417|SOUTHWEST ONCOLOGY GROUP
GM04170|NATL COLLEGIATE ATHLETIC ASSOC
GM0620|SEPRO CORPORATION
GM0621|PHARMACOPEIA INC
GM0622|FELD ENTERTAIN RINGLING BROS BARNUM & BA
GM03831|FINE AMERICAS
GM03832|DYADIC INTERNATIONAL
GM03833|ABIOMED
GM03834|POZEN
GM03835|CELUNOL
GM03836|SANGAMO BIOSCIENCES
GM03837|BDH CLINICAL RESEARCH SERVICES
GM03838|LI-COR BIOSCIENCES
GM04155|ACADIA PHARMACEUTICALS
GM04156|MOLECULAR INSIGHT PHARMACEUTICALS
GM04157|MANATEE CNTY MOSQUITO CONTROL DISTRICT
GM04158|SMALL TREE COMMUNICATIONS
GM04159|WILDLIFE TRUST
GM0416|SOLVAY PHARMACEUTICALS
GM04160|TEI BIOSCIENCES INC
GM04331|GREENSMITHS
GM04255|COLLINS CENTER FOR PUBLIC POLICY
GM04256|FOREIGN AFFAIRS & INTL TRADE CANADA
GM0423|STERLING WINTHROP INC
GM04149|TREE FUND
GM0415|SOLVAY ANIMAL HLTH
GM04150|SOUTHERN NURSERY ASSO
GM03847|ATK THIOKOL
GM03848|FOXHOLLOW
GM03849|CHILDRENS TUMOR FOU
GM0385|ROSS LABORATORIES
GM03850|POWERPAD
GM03851|AFFERENT
GM03852|TKC INTEGRATION SERVICES
GM03853|SOC FOR IMAGING INFORMATICS IN MEDICINE
GM03854|ORGANIZATION FOR AUTISM RESEARCH
GM03855|ENCOR BIOTECHNOLOGY
GM03856|LEON CNTY
GM0651|PPD PHARMACO INC
GM0652|DYNAMICS RES CORP
GM0653|SHUTES & ASSOCIATES R W
GM03965|VERTEX PHARMACEUTICALS
GM0839|SKINNER NURSERIES
GM084|BOEHRINGER MANNHEIM CORP DIAGNOSTICS GRP
GM0840|AMVAC CHEMICAL CORP
GM0841|AXIO
GM0842|IMC-AGRICO COMPANY
GM03601|ALLIANCE FOR LUPUS RESEARCH
GM03602|QUICK-MED TECHNOLOGIES
GM03898|NORTHERN ARIZONA UNIVERSITY
GM03899|MICROMEDIC TECHNOLOGIES
GM039|AMGEN INC
GM0390|SANOFI ANIMAL HLTH
GM03900|BIO MED TECHNOLOGIES
GM03901|WESTERN INTERSTATE COMM FOR HIGHER EDUCA
GM03902|LEXICON GENETICS
GM03903|GLORY FOODS
GM03904|PHYSIKALISCHES INSTITUT B RWTH AACHEN
GM03905|NUCLEAR SAFEGUARDS & SECURITY SYSTEMS
GM03974|TEXAS STATE UNIVERSITY SAN MARCOS
GM03975|ACREE TECHNOLOGIES
GM03976|INNOVATIVE AUTOMATION TECHNOLOGIES INC
