harvested_by|sponsorid|name|funder|date_harvested|uri|remove
VIVO Pump 0.8.0|GM0228|Home Depot|1|2015-10-15|http://vivo.ufl.edu/individual/n1135258052|
VIVO Pump 0.8.0|GM02280|American Academy Child Adolescent Psy|1|2015-10-15|http://vivo.ufl.edu/individual/n1155087861|
VIVO Pump 0.8.0|GM02281|Florida Certified Organ Grow & Cons|1|2015-10-15|http://vivo.ufl.edu/individual/n127421|
VIVO Pump 0.8.0|GM02282|Health Foundation of South Florida|1|2015-10-15|http://vivo.ufl.edu/individual/n1509581567|
VIVO Pump 0.8.0|GM02283|Woods Hole Research Center|1|2015-10-15|http://vivo.ufl.edu/individual/n1193824863|
VIVO Pump 0.8.0|GM02284|Sontag Foundation|1|2015-10-15|http://vivo.ufl.edu/individual/n8798868186|
VIVO Pump 0.8.0|GM02285|New York Blood Center|1|2015-10-15|http://vivo.ufl.edu/individual/n1817732811|
VIVO Pump 0.8.0|GM02286|Alliance for Cancer Gene Thera|1|2015-10-15|http://vivo.ufl.edu/individual/n8178251575|
VIVO Pump 0.8.0|GM02287|Florida Wildflower Advisory Council|1|2015-10-15|http://vivo.ufl.edu/individual/n2005401925|
VIVO Pump 0.8.0|GM02288|American Ornithologists Union|1|2015-10-15|http://vivo.ufl.edu/individual/n1246627986|
VIVO Pump 0.8.0|GM02289|Shared Solutions|1|2015-10-15|http://vivo.ufl.edu/individual/n73148538|
VIVO Pump 0.8.0|GM0229|Honeywell Inc|1|2015-10-15|http://vivo.ufl.edu/individual/n1607223669|
VIVO Pump 0.8.0|GM02290|US and Canadian Academy of Patholo|1|2015-10-15|http://vivo.ufl.edu/individual/n189805739|
VIVO Pump 0.8.0|GM01887|Heinz Family Foundation John Heinz Endowment|1|2015-10-15|http://vivo.ufl.edu/individual/n7881655868|
VIVO Pump 0.8.0|GM01888|Hispanic Dental Association|1|2015-10-15|http://vivo.ufl.edu/individual/n5556158091|
VIVO Pump 0.8.0|GM01889|American Show Horse Association|1|2015-10-15|http://vivo.ufl.edu/individual/n9803012622|
VIVO Pump 0.8.0|GM0189|General Dynamics Corporation|1|2015-10-15|http://vivo.ufl.edu/individual/n1747548976|
VIVO Pump 0.8.0|GM01890|Graham Foundation|1|2015-10-15|http://vivo.ufl.edu/individual/n9266602300|
VIVO Pump 0.8.0|GM01891|UF Alumni Association|1|2015-10-15|http://vivo.ufl.edu/individual/n1485642012|
VIVO Pump 0.8.0|GM01892|Dystonia Medical Research Foundation|1|2015-10-15|http://vivo.ufl.edu/individual/n409197942|
VIVO Pump 0.8.0|GM01893|Johns Hopkins Bayview Med Center|1|2015-10-15|http://vivo.ufl.edu/individual/n281526673|
VIVO Pump 0.8.0|GM01894|North Florida Nssa|1|2015-10-15|http://vivo.ufl.edu/individual/n5190299060|
VIVO Pump 0.8.0|GM01895|Childrens Hosp New Orleans|1|2015-10-15|http://vivo.ufl.edu/individual/n1112275942|
VIVO Pump 0.8.0|GM01896|Childrens Hosp New Orleans Research for Child|1|2015-10-15|http://vivo.ufl.edu/individual/n1370095762|
VIVO Pump 0.8.0|GM01897|American Society of Nephrology|1|2015-10-15|http://vivo.ufl.edu/individual/n1152789714|
VIVO Pump 0.8.0|GM01898|Farm Workers Association of Florida|1|2015-10-15|http://vivo.ufl.edu/individual/n5498350927|
VIVO Pump 0.8.0|GM01899|Scholl Foundation|1|2015-10-15|http://vivo.ufl.edu/individual/n8206040746|
VIVO Pump 0.8.0|GM019|Alliedsignal Inc|1|2015-10-15|http://vivo.ufl.edu/individual/n8885944748|
VIVO Pump 0.8.0|GM0190|General Dynamics Corporation Information Sys|1|2015-10-15|http://vivo.ufl.edu/individual/n2828222964|
VIVO Pump 0.8.0|GM01900|Lifeline Foundation|1|2015-10-15|http://vivo.ufl.edu/individual/n198800102|
VIVO Pump 0.8.0|GM01901|American Vineyard Foundation|1|2015-10-15|http://vivo.ufl.edu/individual/n888669543|
VIVO Pump 0.8.0|GM01902|National Cattlemens Beef Association|1|2015-10-15|http://vivo.ufl.edu/individual/n829645451|
VIVO Pump 0.8.0|GM01903|National Epifellows Foundation|1|2015-10-15|http://vivo.ufl.edu/individual/n5795216469|
VIVO Pump 0.8.0|GM01904|American Alliance for Health|1|2015-10-15|http://vivo.ufl.edu/individual/n48402|
VIVO Pump 0.8.0|GM02143|Consumers Union of US Inc|1|2015-10-15|http://vivo.ufl.edu/individual/n8605536272|
VIVO Pump 0.8.0|GM02057|Metropolitan Hospital|1|2015-10-15|http://vivo.ufl.edu/individual/n6725631588|
VIVO Pump 0.8.0|GM02058|National Council for Eurasian -Nceeer|1|2015-10-15|http://vivo.ufl.edu/individual/n455626431|
VIVO Pump 0.8.0|GM02059|Sandler Program for Asthma Research|1|2015-10-15|http://vivo.ufl.edu/individual/n4660278988|
VIVO Pump 0.8.0|GM0206|Griffin Corporation|1|2015-10-15|http://vivo.ufl.edu/individual/n6115152620|
VIVO Pump 0.8.0|GM02060|Dyson Foundation|1|2015-10-15|http://vivo.ufl.edu/individual/n1354988758|
VIVO Pump 0.8.0|GM02061|Education Research and Development Association of Ga University|1|2015-10-15|http://vivo.ufl.edu/individual/n282998428|
VIVO Pump 0.8.0|GM02062|Ellison Medical Foundation|1|2015-10-15|http://vivo.ufl.edu/individual/n1747191712|
VIVO Pump 0.8.0|GM02063|Thomas H Maren Foundation|1|2015-10-15|http://vivo.ufl.edu/individual/n1787904440|
VIVO Pump 0.8.0|GM02345|Moore Gordon & Betty Foundation|1|2015-10-15|http://vivo.ufl.edu/individual/n2058180949|
VIVO Pump 0.8.0|GM02346|Building a Safer Florida|1|2015-10-15|http://vivo.ufl.edu/individual/n128937651|
VIVO Pump 0.8.0|GM02347|The Aircast Foundation|1|2015-10-15|http://vivo.ufl.edu/individual/n9283258063|
VIVO Pump 0.8.0|GM02348|Reynolds Foundation Donald W|1|2015-10-15|http://vivo.ufl.edu/individual/n4920413977|
VIVO Pump 0.8.0|GM02349|Multiple Myeloma Research Foundation|1|2015-10-15|http://vivo.ufl.edu/individual/n892664520|
VIVO Pump 0.8.0|GM0235|Ici Americas|1|2015-10-15|http://vivo.ufl.edu/individual/n16879217|
VIVO Pump 0.8.0|GM02350|American Peanut Shellers Association|1|2015-10-15|http://vivo.ufl.edu/individual/n3261772869|
VIVO Pump 0.8.0|GM02351|The International Plant Propagators Society|1|2015-10-15|http://vivo.ufl.edu/individual/n5999921664|
VIVO Pump 0.8.0|GM02352|Low Impact Development Center|1|2015-10-15|http://vivo.ufl.edu/individual/n6545111611|
VIVO Pump 0.8.0|GM02353|Nature Coast Business Development Council|1|2015-10-15|http://vivo.ufl.edu/individual/n361125020|
VIVO Pump 0.8.0|GM02354|Jaxcare|1|2015-10-15|http://vivo.ufl.edu/individual/n9572676043|
VIVO Pump 0.8.0|GM02195|All Childrens Health Sys|1|2015-10-15|http://vivo.ufl.edu/individual/n2657263691|
VIVO Pump 0.8.0|GM02196|Southern Coastal Agromed Center|1|2015-10-15|http://vivo.ufl.edu/individual/n4137225766|
VIVO Pump 0.8.0|GM02197|American Planning Association|1|2015-10-15|http://vivo.ufl.edu/individual/n4172757631|
VIVO Pump 0.8.0|GM02198|Surgical Infection Society|1|2015-10-15|http://vivo.ufl.edu/individual/n204427211|
VIVO Pump 0.8.0|GM02199|Cervical Spine Research Society|1|2015-10-15|http://vivo.ufl.edu/individual/n667604118|
VIVO Pump 0.8.0|GM022|Alza Corporation|1|2015-10-15|http://vivo.ufl.edu/individual/n1891965261|
VIVO Pump 0.8.0|GM0220|Hewlett-Packard Company|1|2015-10-15|http://vivo.ufl.edu/individual/n1706369307|
VIVO Pump 0.8.0|GM02200|Lupus Research Institute|1|2015-10-15|http://vivo.ufl.edu/individual/n1464690704|
VIVO Pump 0.8.0|GM02331|Water Environment Federation|1|2015-10-15|http://vivo.ufl.edu/individual/n1942916305|
VIVO Pump 0.8.0|GM02332|Proctor & Gamble Fund|1|2015-10-15|http://vivo.ufl.edu/individual/n1241055356|
VIVO Pump 0.8.0|GM02333|Cooley's Anemia Foundation|1|2015-10-15|http://vivo.ufl.edu/individual/n136123959|
VIVO Pump 0.8.0|GM02384|US Dept of Commerce Ec Development Admn|1|2015-10-15|http://vivo.ufl.edu/individual/n1175373961|
VIVO Pump 0.8.0|GM02385|US Dept of Comm Nat Institute of Std and Technician|1|2015-10-15|http://vivo.ufl.edu/individual/n56152|
VIVO Pump 0.8.0|GM02386|US Dept of Comm National Oceanic & Atmos Adm|1|2015-10-15|http://vivo.ufl.edu/individual/n1984058366|
VIVO Pump 0.8.0|GM02387|US Dept of Comm National Technical Information Serv|1|2015-10-15|http://vivo.ufl.edu/individual/n8447033211|
VIVO Pump 0.8.0|GM02388|US Dept of Comm National Telecomm Admn|1|2015-10-15|http://vivo.ufl.edu/individual/n1593123965|
VIVO Pump 0.8.0|GM02389|US Dept of Commerce Sea Grant Program|1|2015-10-15|http://vivo.ufl.edu/individual/n869198692|
VIVO Pump 0.8.0|GM0239|Imc Fertilizer Inc|1|2015-10-15|http://vivo.ufl.edu/individual/n7005488647|
VIVO Pump 0.8.0|GM02390|US Dept of Commerce National Marine Fish Service|1|2015-10-15|http://vivo.ufl.edu/individual/n977887761|
VIVO Pump 0.8.0|GM02391|US Dept of Defense|1|2015-10-15|http://vivo.ufl.edu/individual/n32091|
VIVO Pump 0.8.0|GM02392|US Dept of Defense VA Contract Activity|1|2015-10-15|http://vivo.ufl.edu/individual/n9644815827|
VIVO Pump 0.8.0|GM02393|US Dept of Defense Darpa|1|2015-10-15|http://vivo.ufl.edu/individual/n85398418|
VIVO Pump 0.8.0|GM02394|US Dept of Defense National Recon|1|2015-10-15|http://vivo.ufl.edu/individual/n6038816923|
VIVO Pump 0.8.0|GM02395|US Dept of Interior|1|2015-10-15|http://vivo.ufl.edu/individual/n1406461838|
VIVO Pump 0.8.0|GM02396|US Dept of Interior Fish Wildlife Parks|1|2015-10-15|http://vivo.ufl.edu/individual/n1127291084|
VIVO Pump 0.8.0|GM0231|Houghten Pharmaceuticals|1|2015-10-15|http://vivo.ufl.edu/individual/n5170680289|
VIVO Pump 0.8.0|GM02310|Minnesota Act Against Tobacco|1|2015-10-15|http://vivo.ufl.edu/individual/n7305609493|
VIVO Pump 0.8.0|GM02311|American Distance Education Consortium|1|2015-10-15|http://vivo.ufl.edu/individual/n259163336|
VIVO Pump 0.8.0|GM02312|Camelot Community Care|1|2015-10-15|http://vivo.ufl.edu/individual/n9110131396|
VIVO Pump 0.8.0|GM02313|Ashley's Buddies|1|2015-10-15|http://vivo.ufl.edu/individual/n1760320516|
VIVO Pump 0.8.0|GM02314|Institute for Genomic Research|1|2015-10-15|http://vivo.ufl.edu/individual/n1327662874|
VIVO Pump 0.8.0|GM02315|Loss Prevention Resesearch Council|1|2015-10-15|http://vivo.ufl.edu/individual/n932308417|
VIVO Pump 0.8.0|GM02316|Juice Products Association|1|2015-10-15|http://vivo.ufl.edu/individual/n130537134|
VIVO Pump 0.8.0|GM02166|Link Foundation|1|2015-10-15|http://vivo.ufl.edu/individual/n4899495736|
VIVO Pump 0.8.0|GM02367|US Dept of Ag National Ag Stat Serv|1|2015-10-15|http://vivo.ufl.edu/individual/n1472082689|
VIVO Pump 0.8.0|GM02368|US Dept of Ag Foreign Ag Service|1|2015-10-15|http://vivo.ufl.edu/individual/n263035697|
VIVO Pump 0.8.0|GM02369|US Dept of Ag Risk Management Agcy|1|2015-10-15|http://vivo.ufl.edu/individual/n1370988897|
VIVO Pump 0.8.0|GM0237|Idexx Laboratories|1|2015-10-15|http://vivo.ufl.edu/individual/n469170109|
VIVO Pump 0.8.0|GM02370|US Dept of Ag Ag Marketing Services|1|2015-10-15|http://vivo.ufl.edu/individual/n989887679|
VIVO Pump 0.8.0|GM02371|US Dept of Ag Aphis|1|2015-10-15|http://vivo.ufl.edu/individual/n92606789|
VIVO Pump 0.8.0|GM02372|US Dept of Ag National Resources and Env|1|2015-10-15|http://vivo.ufl.edu/individual/n8021196225|
VIVO Pump 0.8.0|GM02373|US Dept of Ag Forest Service|1|2015-10-15|http://vivo.ufl.edu/individual/n2004682434|
VIVO Pump 0.8.0|GM02374|US Dept of Ag Natural Resources Conserv|1|2015-10-15|http://vivo.ufl.edu/individual/n1147383410|
VIVO Pump 0.8.0|GM02375|US Dept of Ag National Wildlife Research Center|1|2015-10-15|http://vivo.ufl.edu/individual/n5202176496|
VIVO Pump 0.8.0|GM02376|US Dept of Ag Science and Education|1|2015-10-15|http://vivo.ufl.edu/individual/n3016238578|
VIVO Pump 0.8.0|GM02377|US Dept of Ag Ag Research Services|1|2015-10-15|http://vivo.ufl.edu/individual/n43376|
VIVO Pump 0.8.0|GM02378|US Dept of Ag Coop State Research Services|1|2015-10-15|http://vivo.ufl.edu/individual/n43713|
VIVO Pump 0.8.0|GM02379|US Dept of Ag Extension Serv|1|2015-10-15|http://vivo.ufl.edu/individual/n27089|
VIVO Pump 0.8.0|GM0238|Idexx Laboratories Blue Ridge Pharm|1|2015-10-15|http://vivo.ufl.edu/individual/n2187264904|
VIVO Pump 0.8.0|GM02380|US Dept of Ag Integr Pest Management So Region|1|2015-10-15|http://vivo.ufl.edu/individual/n71865927|
VIVO Pump 0.8.0|GM02381|US Dept of Ag Citrus Tristeza Research|1|2015-10-15|http://vivo.ufl.edu/individual/n1016511053|
VIVO Pump 0.8.0|GM02184|Coalition for Juvenile Justice|1|2015-10-15|http://vivo.ufl.edu/individual/n4716433382|
VIVO Pump 0.8.0|GM02185|National Mastitis Council|1|2015-10-15|http://vivo.ufl.edu/individual/n695665415|
VIVO Pump 0.8.0|GM02186|New Directions Initiative|1|2015-10-15|http://vivo.ufl.edu/individual/n6435329241|
VIVO Pump 0.8.0|GM02187|Arkat USA|1|2015-10-15|http://vivo.ufl.edu/individual/n2126509044|
VIVO Pump 0.8.0|GM02188|The Pediatric Cancer Foundation|1|2015-10-15|http://vivo.ufl.edu/individual/n1137186694|
VIVO Pump 0.8.0|GM02189|Evolving Earth Foundation|1|2015-10-15|http://vivo.ufl.edu/individual/n1365761907|
VIVO Pump 0.8.0|GM0219|Henkel Corporation|1|2015-10-15|http://vivo.ufl.edu/individual/n528972949|
VIVO Pump 0.8.0|GM02190|Independent Television Service|1|2015-10-15|http://vivo.ufl.edu/individual/n2532169004|
VIVO Pump 0.8.0|GM02191|Association Priv Correct & Trtmt Organization|1|2015-10-15|http://vivo.ufl.edu/individual/n4352619176|
VIVO Pump 0.8.0|GM0218|Helene Curtis Inc|1|2015-10-15|http://vivo.ufl.edu/individual/n9139558897|
VIVO Pump 0.8.0|GM02180|Florida Literacy Coalition|1|2015-10-15|http://vivo.ufl.edu/individual/n7861402001|
VIVO Pump 0.8.0|GM02181|American Vitiligo Research Foundation|1|2015-10-15|http://vivo.ufl.edu/individual/n2112378730|
VIVO Pump 0.8.0|GM02451|National Institute of Health Niams|1|2015-10-15|http://vivo.ufl.edu/individual/n1488947431|
VIVO Pump 0.8.0|GM02452|National Institute of Health Nichd|1|2015-10-15|http://vivo.ufl.edu/individual/n475421430|
VIVO Pump 0.8.0|GM02453|National Institute of Health Nidcd|1|2015-10-15|http://vivo.ufl.edu/individual/n1089635050|
VIVO Pump 0.8.0|GM02454|National Institute of Health Nidcr|1|2015-10-15|http://vivo.ufl.edu/individual/n333504161|
VIVO Pump 0.8.0|GM02455|National Institute of Health Niddk|1|2015-10-15|http://vivo.ufl.edu/individual/n2245313|
VIVO Pump 0.8.0|GM02201|Arkansas Childrens' Hospital|1|2015-10-15|http://vivo.ufl.edu/individual/n7203372820|
VIVO Pump 0.8.0|GM02202|Construction Industry Institute|1|2015-10-15|http://vivo.ufl.edu/individual/n715178798|
VIVO Pump 0.8.0|GM02437|Administration on Aging|1|2015-10-15|http://vivo.ufl.edu/individual/n1645896124|
VIVO Pump 0.8.0|GM02438|Admn for Children & Families|1|2015-10-15|http://vivo.ufl.edu/individual/n935473132|
VIVO Pump 0.8.0|GM02439|US Food and Drug Admn|1|2015-10-15|http://vivo.ufl.edu/individual/n1339107733|
VIVO Pump 0.8.0|GM0244|International Technology Center|1|2015-10-15|http://vivo.ufl.edu/individual/n5984787105|
VIVO Pump 0.8.0|GM02440|US Food and Drug Admn Orphan Prod|1|2015-10-15|http://vivo.ufl.edu/individual/n4649731294|
VIVO Pump 0.8.0|GM02441|National Institute of Health|1|2015-10-15|http://vivo.ufl.edu/individual/n226077|
VIVO Pump 0.8.0|GM02442|National Institute of Health Oar|1|2015-10-15||
VIVO Pump 0.8.0|GM02443|National Institute of Health Nci|1|2015-10-15|http://vivo.ufl.edu/individual/n1460475225|
VIVO Pump 0.8.0|GM02444|National Institute of Health Nachgr|1|2015-10-15|http://vivo.ufl.edu/individual/n500469473|
VIVO Pump 0.8.0|GM02445|National Institute of Health Ncrr|1|2015-10-15|http://vivo.ufl.edu/individual/n335256081|
VIVO Pump 0.8.0|GM02446|National Institute of Health Nei|1|2015-10-15|http://vivo.ufl.edu/individual/n205955|
VIVO Pump 0.8.0|GM02447|National Institute of Health Nhlbi|1|2015-10-15|http://vivo.ufl.edu/individual/n1761246598|
VIVO Pump 0.8.0|GM02448|National Institute of Health Nia|1|2015-10-15|http://vivo.ufl.edu/individual/n2011953841|
VIVO Pump 0.8.0|GM02449|National Institute of Health Niaaa|1|2015-10-15|http://vivo.ufl.edu/individual/n1353733388|
VIVO Pump 0.8.0|GM0245|Isk Biosciences Corporation|1|2015-10-15|http://vivo.ufl.edu/individual/n5813067146|
VIVO Pump 0.8.0|GM02450|National Institute of Health Niaid|1|2015-10-15|http://vivo.ufl.edu/individual/n1489342439|
VIVO Pump 0.8.0|GM02334|Rosenblatt-Naderi Associates|1|2015-10-15|http://vivo.ufl.edu/individual/n2917410555|
VIVO Pump 0.8.0|GM02400|US Dept of Interior Bureau of Land Management|1|2015-10-15|http://vivo.ufl.edu/individual/n1851269562|
VIVO Pump 0.8.0|GM02401|US Dept of Interior Mineral Management Service|1|2015-10-15|http://vivo.ufl.edu/individual/n3665253415|
VIVO Pump 0.8.0|GM02402|US Dept of Interior US Geological Survey|1|2015-10-15|http://vivo.ufl.edu/individual/n1138028475|
VIVO Pump 0.8.0|GM02403|US Dept of Interior Bureau of Reclamtion|1|2015-10-15|http://vivo.ufl.edu/individual/n3571879863|
VIVO Pump 0.8.0|GM02404|US Dept of Interior Biological Resources|1|2015-10-15|http://vivo.ufl.edu/individual/n1894186681|
VIVO Pump 0.8.0|GM02405|US Dept of Interior Florida Water Resources|1|2015-10-15|http://vivo.ufl.edu/individual/n7721655886|
VIVO Pump 0.8.0|GM02406|US Dept of Transportation|1|2015-10-15|http://vivo.ufl.edu/individual/n1817191752|
VIVO Pump 0.8.0|GM02407|US Dept of Transp Federal Aviation Admn|1|2015-10-15|http://vivo.ufl.edu/individual/n145699164|
VIVO Pump 0.8.0|GM02408|US Dept of Transportation Fed Hway Admn|1|2015-10-15|http://vivo.ufl.edu/individual/n805749209|
VIVO Pump 0.8.0|GM02409|US Dept of Trans National Hwy Traffic Safety|1|2015-10-15|http://vivo.ufl.edu/individual/n1127433|
VIVO Pump 0.8.0|GM0241|Intesco Laboratories|1|2015-10-15|http://vivo.ufl.edu/individual/n3592182790|
VIVO Pump 0.8.0|GM02410|US Dept of State|1|2015-10-15|http://vivo.ufl.edu/individual/n1330471222|
VIVO Pump 0.8.0|GM02411|US Information Agency|1|2015-10-15|http://vivo.ufl.edu/individual/n5054891390|
VIVO Pump 0.8.0|GM02412|US Nuclear Regulatory Com|1|2015-10-15|http://vivo.ufl.edu/individual/n2054726606|
VIVO Pump 0.8.0|GM02413|US Environmental Pro Agcy|1|2015-10-15|http://vivo.ufl.edu/individual/n1697557185|
VIVO Pump 0.8.0|GM02414|US Environmental Pro Agcy Gulf of Mexico|1|2015-10-15|http://vivo.ufl.edu/individual/n1586925541|
VIVO Pump 0.8.0|GM02415|US Fed Emergency Management Agcy|1|2015-10-15|http://vivo.ufl.edu/individual/n1219215420|
VIVO Pump 0.8.0|GM02416|Nasa|1|2015-10-15|http://vivo.ufl.edu/individual/n2146125494|
VIVO Pump 0.8.0|GM02417|Nasa Ames Research Center|1|2015-10-15|http://vivo.ufl.edu/individual/n30045|
VIVO Pump 0.8.0|GM02418|Nasa Langley Research Center|1|2015-10-15|http://vivo.ufl.edu/individual/n17093|
VIVO Pump 0.8.0|GM02419|Nasa Lewis/Glenn Research Center|1|2015-10-15|http://vivo.ufl.edu/individual/n1400526155|
VIVO Pump 0.8.0|GM0242|International Diagnostic Systems Corporation|1|2015-10-15|http://vivo.ufl.edu/individual/n1988339984|
VIVO Pump 0.8.0|GM02420|Nasa Goddard Space Flight Center|1|2015-10-15|http://vivo.ufl.edu/individual/n41957|
VIVO Pump 0.8.0|GM02421|Nasa Johnson Space Flight Center|1|2015-10-15|http://vivo.ufl.edu/individual/n169995184|
VIVO Pump 0.8.0|GM02422|Nasa Kennedy Space Flight Center|1|2015-10-15|http://vivo.ufl.edu/individual/n654321131|
VIVO Pump 0.8.0|GM02423|Nasa Marshall Space Flight Center|1|2015-10-15|http://vivo.ufl.edu/individual/n69357|
VIVO Pump 0.8.0|GM02424|Nasa Stennis Space Flight Center|1|2015-10-15|http://vivo.ufl.edu/individual/n192021297|
VIVO Pump 0.8.0|GM02425|Nasa Florida Space Grant Consortium|1|2015-10-15|http://vivo.ufl.edu/individual/n1738921935|
VIVO Pump 0.8.0|GM02426|Nasa Graduate Student Research Prgm|1|2015-10-15|http://vivo.ufl.edu/individual/n1576792286|
VIVO Pump 0.8.0|GM02427|Nasa Lunar and Planetary Institute|1|2015-10-15|http://vivo.ufl.edu/individual/n4371142607|
VIVO Pump 0.8.0|GM02428|US National Foundation on Arts & Humanities|1|2015-10-15|http://vivo.ufl.edu/individual/n1857974552|
VIVO Pump 0.8.0|GM02429|US National Foundation Institute of Museum Servs|1|2015-10-15|http://vivo.ufl.edu/individual/n9980862914|
VIVO Pump 0.8.0|GM0243|International Paper Company|1|2015-10-15|http://vivo.ufl.edu/individual/n8977635287|
VIVO Pump 0.8.0|GM02363|US Dept of Ag Farm Service Agcy|1|2015-10-15|http://vivo.ufl.edu/individual/n1644041320|
VIVO Pump 0.8.0|GM02364|US Dept of Ag Sustainable Ag Net|1|2015-10-15|http://vivo.ufl.edu/individual/n479866026|
VIVO Pump 0.8.0|GM02365|US Dept of Ag National Urb Com Forest Ad Cou|1|2015-10-15|http://vivo.ufl.edu/individual/n8848871804|
VIVO Pump 0.8.0|GM02335|Partnership for Strong Fam|1|2015-10-15|http://vivo.ufl.edu/individual/n2030750289|
VIVO Pump 0.8.0|GM02336|Center of Sustainable Agroforest|1|2015-10-15|http://vivo.ufl.edu/individual/n7605397631|
VIVO Pump 0.8.0|GM02337|National Com on Sci for Sus Forest|1|2015-10-15|http://vivo.ufl.edu/individual/n1812763211|
VIVO Pump 0.8.0|GM02338|Goldhirsh Foundation|1|2015-10-15|http://vivo.ufl.edu/individual/n546265565|
VIVO Pump 0.8.0|GM02339|Benaroya Research Institute at VA Mason|1|2015-10-15|http://vivo.ufl.edu/individual/n1899647578|
VIVO Pump 0.8.0|GM0234|Ibm Corporation Thomas J Watson Research Center|1|2015-10-15|http://vivo.ufl.edu/individual/n1437572097|
VIVO Pump 0.8.0|GM02340|Marion Company Child Advocacy Center|1|2015-10-15|http://vivo.ufl.edu/individual/n553865184|
VIVO Pump 0.8.0|GM02341|California Strawberry Com|1|2015-10-15|http://vivo.ufl.edu/individual/n601527852|
VIVO Pump 0.8.0|GM02342|Alachua Arc|1|2015-10-15|http://vivo.ufl.edu/individual/n2016965723|
VIVO Pump 0.8.0|GM02343|Brain Tumor Society|1|2015-10-15|http://vivo.ufl.edu/individual/n1826975087|
VIVO Pump 0.8.0|GM02344|Lightning Safety Alliance Corporation|1|2015-10-15|http://vivo.ufl.edu/individual/n7844457775|
VIVO Pump 0.8.0|GM02192|Ag Facilities Admn Management Corporation|1|2015-10-15|http://vivo.ufl.edu/individual/n3062267279|
VIVO Pump 0.8.0|GM02193|Halifax Medical Center|1|2015-10-15|http://vivo.ufl.edu/individual/n65516|
VIVO Pump 0.8.0|GM02194|Alachua Regional Marine Institute|1|2015-10-15|http://vivo.ufl.edu/individual/n535600444|
VIVO Pump 0.8.0|GM02167|Institute for Oper Research & Management Sci|1|2015-10-15|http://vivo.ufl.edu/individual/n4578887821|
VIVO Pump 0.8.0|GM02168|The Blue Foundation for a Healthy Florida|1|2015-10-15|http://vivo.ufl.edu/individual/n1192687047|
VIVO Pump 0.8.0|GM02169|St Lucie River Initiative|1|2015-10-15|http://vivo.ufl.edu/individual/n8352945926|
VIVO Pump 0.8.0|GM0217|Helena Chemical Company|1|2015-10-15|http://vivo.ufl.edu/individual/n8503775714|
VIVO Pump 0.8.0|GM02170|Society for Academic Emergency Med|1|2015-10-15|http://vivo.ufl.edu/individual/n613017306|
VIVO Pump 0.8.0|GM02171|Autism Speaks|1|2015-10-15|http://vivo.ufl.edu/individual/n259375063|
VIVO Pump 0.8.0|GM02172|Society Ped Radiology Research and Education Foundation|1|2015-10-15|http://vivo.ufl.edu/individual/n8178981957|
VIVO Pump 0.8.0|GM02173|Defenders of Wildlife|1|2015-10-15|http://vivo.ufl.edu/individual/n2856748071|
VIVO Pump 0.8.0|GM02174|International Society for Heart & Lung Tran|1|2015-10-15|http://vivo.ufl.edu/individual/n1326158947|
VIVO Pump 0.8.0|GM02328|Kids Central|1|2015-10-15|http://vivo.ufl.edu/individual/n1773898652|
VIVO Pump 0.8.0|GM02329|Intermountain Healthcare|1|2015-10-15|http://vivo.ufl.edu/individual/n117971462|
VIVO Pump 0.8.0|GM0233|Ibm Corporation|1|2015-10-15|http://vivo.ufl.edu/individual/n97377|
VIVO Pump 0.8.0|GM02519|Peace Corps|1|2015-10-15|http://vivo.ufl.edu/individual/n128857|
VIVO Pump 0.8.0|GM0252|Janssen Pharmaceutica Inc|1|2015-10-15|http://vivo.ufl.edu/individual/n1431521512|
VIVO Pump 0.8.0|GM02520|US Dept of Energy|1|2015-10-15|http://vivo.ufl.edu/individual/n637653530|
VIVO Pump 0.8.0|GM02521|US Dept of Energy Oak Ridge|1|2015-10-15|http://vivo.ufl.edu/individual/n72000903|
VIVO Pump 0.8.0|GM02522|US Dept of Energy Pittsburgh Energy Technician|1|2015-10-15|http://vivo.ufl.edu/individual/n446280704|
VIVO Pump 0.8.0|GM02523|US Dept of Energy Chicago|1|2015-10-15|http://vivo.ufl.edu/individual/n1009512550|
VIVO Pump 0.8.0|GM02524|US Dept of Energy Idaho Operation Office|1|2015-10-15|http://vivo.ufl.edu/individual/n2029554835|
VIVO Pump 0.8.0|GM02525|US Dept of Energy- Golden|1|2015-10-15|http://vivo.ufl.edu/individual/n867342852|
VIVO Pump 0.8.0|GM02526|US Dept of Energy Albuquerque Ops Office|1|2015-10-15|http://vivo.ufl.edu/individual/n1196609985|
VIVO Pump 0.8.0|GM02527|US Dept of Energy Oakland Operations Off|1|2015-10-15|http://vivo.ufl.edu/individual/n503252663|
VIVO Pump 0.8.0|GM02528|Smithsonian Institute|1|2015-10-15|http://vivo.ufl.edu/individual/n39693|
VIVO Pump 0.8.0|GM02529|Smithsonian Institute Astro Observ|1|2015-10-15|http://vivo.ufl.edu/individual/n1720488079|
VIVO Pump 0.8.0|GM0253|Janssen Pharmaceutica Inc Research Foundation|1|2015-10-15|http://vivo.ufl.edu/individual/n6223981118|
VIVO Pump 0.8.0|GM02530|Tennessee Valley Authority|1|2015-10-15|http://vivo.ufl.edu/individual/n5764692214|
VIVO Pump 0.8.0|GM02531|US Postal Service|1|2015-10-15|http://vivo.ufl.edu/individual/n552753050|
