sponsorid|type|name|remove|uri
GM01052|org;funder|Novazyme Pharmaceuticals Inc||
GM03048|org;funder|UF Dsr Scholarship Enhancement Fund||
GM02897|org;funder|Indian Cncl of Forest Research and Education||
GM02898|org;funder|Petrobras Petroleo Brasileiro||
GM02899|org;funder|Oticon Fou||
GM029|org;funder|Amer Home Prods Wyeth Ayerst Labs Inc||
GM0290|org;funder|Melville Corp Marshalls Inc||
GM02937|org;funder|Fl Dept of Comm Affiliate Div of Emerg Management||
GM02938|org;funder|Fl Dept of Community Affairs Coastal Mgm||
GM02939|org;funder|Fl Dept of Education||
GM0294|org;funder|Merck Company Fou||
GM02940|org;funder|Fl Dept of Education Building Construction||
GM02941|org;funder|Fl Dept of Education Bur of Vocational||
GM02942|org;funder|Fl Dept of Education Fl Learn and Serve||
GM02943|org;funder|Fl Dept of Bus and Professor Regulation||
GM02944|org;funder|Fl Dept of Bus Professor Reg Real Estate Com||
GM02945|org;funder|Fl Dept of Bus Professor Reg Pari-Mutuel Wag||
GM02946|org;funder|Fl State University System||
GM02947|org;funder|Fl Community Hospital Education Cncl||
GM02948|org;funder|Fl Center for Solid & Hazard Waste||
GM02949|org;funder|State Community Colleges||
GM0295|org;funder|Merocel Corp||
GM02876|org;funder|Institut Fur Grenzgebiete||
GM02800|org;funder|Phonak Ag||
GM02801|org;funder|Biosearch Italia Spa||
GM02802|org;funder|Elsevier Science Bv||
GM02803|org;funder|Nematrol Inc||
GM02569|org;funder|Town of Palm Beach||
GM0257|org;funder|Johnson and Johnson Pharm Research Development||
GM02570|org;funder|City of Miami Beach||
GM02877|org;funder|Supreme Cncl of University||
GM02878|org;funder|Ao Asif Research Commission||
GM02879|org;funder|Panamanian Ministry||
GM0288|org;funder|Medtronic Inc Sofamore Danek||
GM02880|org;funder|Islamic Development Bank||
GM02881|org;funder|Inst of Developing Economies||
GM02882|org;funder|Intl Livestock Research Inst||
GM02883|org;funder|Calouste Gulbenkian Fou||
GM02884|org;funder|Inst of Food Research||
GM02885|org;funder|Natl Cancer Inst of Canada||
GM02886|org;funder|Euro Commission Dir General Xii Srd||
GM02887|org;funder|Grantecan Canary Isl Telescope||
GM02888|org;funder|Natl Ag & Water Research Center||
GM02889|org;funder|Wellcome Trust||
GM02869|org;funder|US - Mexico Fund for Culture||
GM0287|org;funder|Medtronic Inc||
GM02870|org;funder|Central Metallurgical R&D Inst||
GM02871|org;funder|Intl Asso Sci and Technician for Development||
GM02872|org;funder|Canmet Energy Technician Center||
GM02785|org;funder|Aventis Pharmaceuticals||
GM02786|org;funder|Aventis Environmental Science||
GM02787|org;funder|Synsorb Biotech Inc||
GM02788|org;funder|Decim Ab||
GM02789|org;funder|Inflazyme Pharmaceuticals||
GM0279|org;funder|Maag Agrochemicals||
GM02790|org;funder|Springer-Verlag||
GM02791|org;funder|Van Staaveren B.V.||
GM02792|org;funder|Santen Pharmaceutical||
GM02793|org;funder|Axcan Pharma Inc||
GM02794|org;funder|Etri-Elec and Telecom Research Inst||
GM02795|org;funder|Agfa-Gevaert N.V.||
GM02796|org;funder|Microbio Rhizogen Corp||
GM0303|org;funder|Monsanto Company||
GM03030|org;funder|University of North Florida||
GM03031|org;funder|University of South Florida||
GM03032|org;funder|Usf Fl Inst of Oceanography||
GM03033|org;funder|University of West Florida||
GM04456|org;funder|Phase 5||
GM02950|org;funder|Central Fl Community College||
GM02951|org;funder|Miami Dade College||
GM02952|org;funder|Santa Fe College||
GM02953|org;funder|Valencia Community College||
GM02954|org;funder|Multiple Community Colleges||
GM02955|org;funder|Dept of Health & Rehab Service||
GM02956|org;funder|Dept of Environmental Regulat||
GM02957|org;funder|Fl Dept of Environmental Protect||
GM02958|org;funder|Fl Dept of Env Protect Div of State Land||
GM02959|org;funder|Fl Dept of Env Prot Bur of Bches Coast||
GM0296|org;funder|Metagene Corp||
GM02960|org;funder|Fl Dept of Env Protect Marine Research Inst||
GM02961|org;funder|Fl Dept of Env Prot Invasive Plant Management||
GM02962|org;funder|Fl Dept of Env Prot Nat Cultural Research||
GM02963|org;funder|US Dept of Commerce||
GM02964|org;funder|Fl Dept of State||
GM02965|org;funder|Fl Dept of State Div of Cultural Affairs||
GM0280|org;funder|Mallinckrodt Cardiology||
GM02838|org;funder|Direccao Regional Agricultura||
GM02839|org;funder|Gov of Ecuador||
GM0284|org;funder|Mcgraw-Hill Inc||
GM02840|org;funder|Gov of Canada Forest Service||
GM02841|org;funder|French Embassy||
GM02842|org;funder|Republic of Haiti||
GM02843|org;funder|Conselho Nacional De Desenvolv||
GM02844|org;funder|Capes||
GM02845|org;funder|Rural Development Admn Korea||
GM02846|org;funder|Rural Development Administrator Korea Natl Jeju Ag Exp Sta||
GM02847|org;funder|Canadian Inst of Health Research||
GM02848|org;funder|European Union||
GM02849|org;funder|Ukrainian Natl Academic of Sci Inst Hard Mat||
GM0285|org;funder|Medimmune Inc||
GM02850|org;funder|Gov of Israel Ag Research Org||
GM02851|org;funder|Gov of Egypt Cntrl Lab Ag Climate||
GM02852|org;funder|Swiss Federal Veterinary Office||
GM02853|org;funder|Central Canada Veterinary Asso||
GM02736|org;funder|Taiho Pharmaceutical||
GM02737|org;funder|Taisho Pharmaceutical||
GM02738|org;funder|Waltham Center for Pet Nutrition||
GM02739|org;funder|Speywood Pharmaceuticals||
GM0274|org;funder|Lockheed Idaho Technologies Courtesy||
GM02740|org;funder|Specs & Biospecs||
GM02741|org;funder|Agrium Inc||
GM02742|org;funder|Canadian Cardio Collaboration||
GM02743|org;funder|Karl Homae Gmbt||
GM02744|org;funder|Glaxo Research Development||
GM02745|org;funder|Law Environmental - Caribe||
GM02746|org;funder|Ecoval||
GM02747|org;funder|Gibeck Ab||
GM02748|org;funder|Laboratoires Pierre Fabre||
GM02749|org;funder|Indena Spa||
GM0275|org;funder|Loeb and Company Master Health Services||
GM02873|org;funder|Canmet Energy Center Public Works||
GM02874|org;funder|Inter-Am Inst for Gcr/Iai||
GM02875|org;funder|US - Spain Scientific Exch||
GM03034|org;funder|Florida Gulf Coast University||
GM03035|org;funder|Multiple State Agencies||
GM03036|org;funder|UF Div of Sponsored Research||
GM03037|org;funder|UF Div of Sponsored Research Dsr B Program||
GM03038|org;funder|UF Div of Sponsored Research Opportunity Fund||
GM03039|org;funder|UF Dsr Gatorade Trust Fund||
GM0304|org;funder|Monsanto Company New Technologies Grp||
GM03040|org;funder|UF Div of Sponsored Research Maic||
GM04252|org;funder|Florida's First Coast of Golf||
GM04253|org;funder|Cenipalma||
GM04254|org;funder|Association for Asian Studies||
GM0672|org;funder|Piezotechnology Inc||
GM0673|org;funder|Medco Research Inc||
GM0674|org;funder|Centaur Pharmaceuticals Inc||
GM0675|org;funder|Veterinary Information Network||
GM0676|org;funder|H B Fuller Company||
GM0677|org;funder|Coagulation Diagnostics Inc||
GM0678|org;funder|Merial (Usa)||
GM0679|org;funder|Eden Bioscience Corp||
GM068|org;funder|Becton Dickinson and Courtesy||
GM03937|org;funder|Amer Geophysical Union||
GM03938|org;funder|Miami University of Ohio||
GM03939|org;funder|Medior||
GM0394|org;funder|Schering Plough Research Inst||
GM03630|org;funder|The Skin Cancer Fou||
GM03631|org;funder|Sun Nuclear Corp||
GM02908|org;funder|Escuela Agricola Panamericana||
GM02909|org;funder|Royal Inst of Technician Stockholm||
GM0291|org;funder|Merck and Company Inc||
GM02910|org;funder|University of British Columbia||
GM02812|org;funder|Abbott Gmbh & Courtesy Kg||
GM02813|org;funder|Chugai Pharmaceutical||
GM04190|org;funder|Cystic Fibrosis Fou Therapeutics||
GM04332|org;funder|Becker-Underwood||
GM0670|org;funder|Dupont Agricultural Products||
GM0671|org;funder|Protel Inc||
GM03585|org;funder|Thoratec Corporation||
GM03586|org;funder|Flp Energy||
GM03828|org;funder|Chesapeake Research Cons Inc||
GM03829|org;funder|Oragenics||
GM0383|org;funder|Rohm & Haas Company||
GM03830|org;funder|Vectorite Biomedica||
GM03996|org;funder|UF Water Inst||
GM04313|org;funder|Microcosm||
GM03387|org;funder|Marisla Fou||
GM03388|org;funder|Human Frontier Sci Program Org||
GM03389|org;funder|Volunteer Florida||
GM03893|org;funder|Charles River Lab Clinical Services||
GM03894|org;funder|N&R Engineering and Management Services||
GM03895|org;funder|Hdsa Research Initiatives||
GM03896|org;funder|Medpace||
GM03897|org;funder|Dusa Pharmaceuticals||
GM04214|org;funder|Lam Fou||
GM04215|org;funder|Intl Diabetes Federation||
GM0414|org;funder|Solar Reactor Technologies Inc||
GM04140|org;funder|Bone Support Ab||
GM04141|org;funder|Healthsouth Inpatient Division||
GM03839|org;funder|UF Research Fou Strategic Plan||
GM04216|org;funder|Evolugate||
GM04217|org;funder|Universities Space Research Association||
GM03632|org;funder|Naturnorth Technologies||
GM03633|org;funder|Novartis Research Fou||
GM03634|org;funder|Genomics Inst of Novartis Fou||
GM03635|org;funder|Jarden Corporation||
GM03636|org;funder|Marion Cnty||
GM03637|org;funder|California Pacific Medical Center||
GM03638|org;funder|Senes Technician||
GM03639|org;funder|Arkema Inc||
GM0364|org;funder|Quaker Oats Company||
GM03640|org;funder|Idenix Pharmaceuticals||
GM03641|org;funder|Neurobiological Technologies Inc||
GM03642|org;funder|Amer Cell Therpay Research Fou||
GM0450|org;funder|US Borax and Chemical Corp||
GM0451|org;funder|US Corrections Corp||
GM0452|org;funder|US Steel Corp Agrichemicals||
GM0453|org;funder|US Sugar Corp||
GM0454|org;funder|Unilever United States Inc||
GM0657|org;funder|Raton Technology Research Inc||
GM03372|org;funder|Abernethy John||
GM03373|org;funder|Aeterna Zentaris Inc||
GM03374|org;funder|Nanobac Lifesciences||
GM03375|org;funder|City of Tampa Housing Authority||
GM03376|org;funder|San Diego Cnty Orchid Soc||
GM03377|org;funder|Myocor||
GM03378|org;funder|Sepulveda Research Corp||
GM03379|org;funder|University of the West Indies||
GM0338|org;funder|Pepper Research Inc||
GM03682|org;funder|Golin-Harris International Inc||
GM03683|org;funder|Diabetes Research Wellness Fou||
GM03684|org;funder|Valeant Research and Development||
GM03685|org;funder|Maddie's Fund the Pet Rescue Fou||
GM03686|org;funder|UF Jacksonville Physicians||
GM03687|org;funder|Nuclear Energy Inst||
GM03688|org;funder|Alizyme Therapeutics Limited||
GM03689|org;funder|Vaxdesign||
GM0369|org;funder|Reemay||
GM03690|org;funder|Reliant Pharmaceuticals||
GM03958|org;funder|Intl Maize & Wheat Improvement Center||
GM03959|org;funder|Blueberry Farms of Australia||
GM0861|org;funder|Constellation Technician Corp||
GM0862|org;funder|Frontier Technology Inc||
GM0863|org;funder|Stoller Chemical of Florida||
GM0864|org;funder|Pgi Nonwovens Poly-Bond||
GM0865|org;funder|Simpson Strong-Tie Corp||
GM04218|org;funder|Icahn School of Medicine at Mount Sinai||
GM04219|org;funder|Spacehab||
GM0422|org;funder|Chevron Chem Standard Oil Courtesy of Ca||
GM04220|org;funder|Petro Canada||
GM04221|org;funder|Fl Fou for Responsible Angling||
GM0625|org;funder|Cypros Pharmaceutical Corp||
GM0626|org;funder|Regen Biologics||
GM0627|org;funder|Surgical Navigation Systems||
GM0628|org;funder|Covance Inc||
GM0629|org;funder|Rockwell Collins Inc||
GM063|org;funder|Mobay Chemical Company Bayer Group||
GM03545|org;funder|Interface Flooring Systems||
GM03546|org;funder|Empire||
GM03909|org;funder|Intl Elephant Fou||
GM0391|org;funder|Schering Plough Corp||
GM03910|org;funder|Rigel Pharmaceuticals||
GM03911|org;funder|St Lucie Cnty School Board||
GM03671|org;funder|World Golf Fou||
GM03672|org;funder|World Golf Hall of Fame||
GM03673|org;funder|Environmental Inst for Golf||
GM03674|org;funder|Bio Chem Analysis Corporation||
GM03675|org;funder|Planned Parenthood Miamipbeachtreascoast||
GM03676|org;funder|Benedict College||
GM03677|org;funder|Hope Street Kids||
GM03678|org;funder|Laser Technology||
GM03679|org;funder|Geni Herbs||
GM0368|org;funder|Reedy Creek Utilities||
GM04222|org;funder|Veralight Inc||
GM04223|org;funder|Flooring Industries Ltd||
GM04224|org;funder|Global Research Services Llc||
GM04225|org;funder|Turfgrass Producers of Florida Inc||
GM04226|org;funder|City of West Palm Beach||
GM04227|org;funder|City of W Palm Beach Planning Services||
GM04228|org;funder|Fl Pediatric Society||
GM04229|org;funder|Sperient Corporation||
GM03380|org;funder|Gloucester Pharmaceuticals Inc||
GM03381|org;funder|Volvo Research and Education Fou||
GM0828|org;funder|Orapharma Inc||
GM0829|org;funder|Osteogenics Inc||
GM083|org;funder|Boehringer Mannheim Corp||
GM0830|org;funder|Respironics Inc||
GM0831|org;funder|Alchem Laboratories Inc||
GM0832|org;funder|Imperial Research & Manufactrn||
GM0833|org;funder|Westfalia-Surge Courtesy||
GM0396|org;funder|Scientific Baits||
GM03960|org;funder|Third Wave Technologies||
GM03961|org;funder|Lbr Regulatory||
GM03962|org;funder|Japan Fou||
GM03963|org;funder|Agency for Defense Development||
GM03964|org;funder|Alex's Lemonade Stand Fou||
GM0866|org;funder|Bechtel Bwxt Idaho||
GM04161|org;funder|Rapid Routers||
GM04162|org;funder|Geneex||
GM04163|org;funder|Shaw Environmental||
GM04164|org;funder|Centre Natl De La Recherche Science||
GM04165|org;funder|Avalon Pharmaceuticals||
GM04166|org;funder|Fujirebio Diagnostics||
GM04167|org;funder|Natl Academic of Education||
GM04168|org;funder|Debiopharm Sa||
GM04169|org;funder|Metroplan Orlando||
GM0417|org;funder|Southwest Oncology Group||
GM04170|org;funder|Natl Collegiate Athletic Associate||
GM0620|org;funder|Sepro Corporation||
GM0621|org;funder|Pharmacopeia Inc||
GM0622|org;funder|Feld Entertain Ringling Bros Barnum & Ba||
GM03831|org;funder|Fine Americas||
GM03832|org;funder|Dyadic International||
GM03833|org;funder|Abiomed||
GM03834|org;funder|Pozen||
GM03835|org;funder|Celunol||
GM03836|org;funder|Sangamo Biosciences||
GM03837|org;funder|Bdh Clinical Research Services||
GM03838|org;funder|Li-Cor Biosciences||
GM04155|org;funder|Acadia Pharmaceuticals||
GM04156|org;funder|Molecular Insight Pharmaceuticals||
GM04157|org;funder|Manatee Cnty Mosquito Control District||
GM04158|org;funder|Small Tree Communications||
GM04159|org;funder|Wildlife Trust||
GM0416|org;funder|Solvay Pharmaceuticals||
GM04160|org;funder|Tei Biosciences Inc||
GM04331|org;funder|Greensmiths||
GM04255|org;funder|Collins Center for Public Policy||
GM04256|org;funder|Foreign Affairs & Intl Trade Canada||
GM0423|org;funder|Sterling Winthrop Inc||
GM04149|org;funder|Tree Fund||
GM0415|org;funder|Solvay Animal Health||
GM04150|org;funder|Southern Nursery Asso||
GM03847|org;funder|Atk Thiokol||
GM03848|org;funder|Foxhollow||
GM03849|org;funder|Childrens Tumor Fou||
GM0385|org;funder|Ross Laboratories||
GM03850|org;funder|Powerpad||
GM03851|org;funder|Afferent||
GM03852|org;funder|Tkc Integration Services||
GM03853|org;funder|Soc for Imaging Informatics in Medicine||
GM03854|org;funder|Organization for Autism Research||
GM03855|org;funder|Encor Biotechnology||
GM03856|org;funder|Leon Cnty||
GM0651|org;funder|Ppd Pharmaco Inc||
GM0652|org;funder|Dynamics Research Corp||
GM0653|org;funder|Shutes & Associates R W||
GM03965|org;funder|Vertex Pharmaceuticals||
GM0839|org;funder|Skinner Nurseries||
GM084|org;funder|Boehringer Mannheim Corp Diagnostics Grp||
GM0840|org;funder|Amvac Chemical Corp||
GM0841|org;funder|Axio||
GM0842|org;funder|Imc-Agrico Company||
GM03601|org;funder|Alliance for Lupus Research||
GM03602|org;funder|Quick-Med Technologies||
GM03898|org;funder|Northern Arizona University||
GM03899|org;funder|Micromedic Technologies||
GM039|org;funder|Amgen Inc||
GM0390|org;funder|Sanofi Animal Health||
GM03900|org;funder|Bio Med Technologies||
GM03901|org;funder|Western Interstate Comm for Higher Educa||
GM03902|org;funder|Lexicon Genetics||
GM03903|org;funder|Glory Foods||
GM03904|org;funder|Physikalisches Institut B Rwth Aachen||
GM03905|org;funder|Nuclear Safeguards & Security Systems||
GM03974|org;funder|Texas State University San Marcos||
GM03975|org;funder|Acree Technologies||
GM03976|org;funder|Innovative Automation Technologies Inc||
GM04294|org;funder|Amer Psychiatric Nursing Fou||
GM04295|org;funder|Audigence||
GM04257|org;funder|Gerber Technology||
GM04258|org;funder|Helm Agro US||
GM04259|org;funder|National Mango Board||
GM0426|org;funder|Sunpharm Corp||
GM04260|org;funder|Natl Asso of Area Agencies on Aging||
GM04261|org;funder|Fl Inst for Human and Machine Cognition||
GM04262|org;funder|Brooks Rehabilitation Hospital||
GM04005|org;funder|Optonol||
GM04006|org;funder|Pricara||
GM04007|org;funder|Hahnemann University Hospital||
GM04008|org;funder|Language Learning||
GM03667|org;funder|Ace Amer College of Endocrinology||
GM03668|org;funder|Swiss Amer Products||
GM03669|org;funder|Leon Cnty Farm Bureau||
GM0367|org;funder|Reedy Creek Energy Services||
GM03670|org;funder|Plantation Development||
GM03597|org;funder|Cal Poly Corporation||
GM0654|org;funder|Oaks Mall||
GM0655|org;funder|Trimble Navigation||
GM03866|org;funder|Advanced Algorithms and Systems||
GM03564|org;funder|Korea Inst of Construction Technology||
GM03858|org;funder|Ucp Research and Educational Fou||
GM03859|org;funder|Fl Dept of Insurance Off of Insur Reg||
GM0386|org;funder|Saga Petroleum||
GM03860|org;funder|Arrowhead Research Corporation||
GM03861|org;funder|Biomotion Fou Orthopaedic Research Lab||
GM03862|org;funder|Xl Technician Group||
GM03863|org;funder|Amer Col of Surgeons Oncology Group||
GM03864|org;funder|State University System of Florida||
GM03865|org;funder|State University Sys of Fl Board of Governors||
GM04263|org;funder|Innovative Scientific Solutions||
GM04264|org;funder|Redland Orchid Festivals||
GM04265|org;funder|Hawks Nuts||
GM04266|org;funder|Angelman Syndrome Fou||
GM0843|org;funder|Nissan Chemical Courtesy||
GM0844|org;funder|Meyer Pharmaceuticals||
GM0845|org;funder|Therakos Inc||
GM0846|org;funder|Trans-Resources Inc||
GM0847|org;funder|Child Care Resources Inc||
GM0848|org;funder|Physical Sciences Inc||
GM0849|org;funder|Eon Laboratories||
GM085|org;funder|Boeing Courtesy||
GM0850|org;funder|Layton Bioscience Inc||
GM0851|org;funder|Axio Research Corp||
GM0852|org;funder|Teracomm Research Inc||
GM03955|org;funder|Advatech||
GM03956|org;funder|Serenex||
GM04274|org;funder|Mosaic Fertilizer||
GM04275|org;funder|Celldex Therapeutics||
GM04276|org;funder|Ion Beam Accelators||
GM04277|org;funder|Portland State University||
GM04278|org;funder|Asso of Rehabilitation Nurses||
GM04279|org;funder|The Kroger Company||
GM04296|org;funder|Agriculture & Agri-Food Canada||
GM04297|org;funder|Ny State Department of Health||
GM04298|org;funder|Arthrocare||
GM04299|org;funder|Agi Therapeutics Research||
GM043|org;funder|Animal Dermatology Clinic||
GM0430|org;funder|SW Veterinary Diagnostics Inc||
GM0877|org;funder|Toppro Specialties||
GM0878|org;funder|Biotechnology Research & Development Corp||
GM0879|org;funder|Somanetics Corp||
GM088|org;funder|Bollinger Healthcare Inc||
GM087|org;funder|Boeing Courtesy North Amer||
GM0870|org;funder|Peditrix Medical Group Inc||
GM0871|org;funder|Xomed Inc||
GM03598|org;funder|Avirid Biotechnology||
GM03599|org;funder|Degussa Wall Systems||
GM036|org;funder|Amer Honda Motor Company||
GM0360|org;funder|Proctor and Gamble Company||
GM03520|org;funder|Lpath Therapeutics Inc||
GM03521|org;funder|Leadership Brevard Inc.||
GM03522|org;funder|Cook Incorporated||
GM03523|org;funder|Eastern Kentucky University||
GM03524|org;funder|Dairy Farmers Inc||
GM03525|org;funder|Kes Science & Technology Inc||
GM03819|org;funder|Organogenesis||
GM0382|org;funder|Rockwell Interntl Corp Semiconductor Sys||
GM03820|org;funder|City of Bonita Springs||
GM03821|org;funder|Society for the Arts in Healthcare||
GM03952|org;funder|Propagation Research Associates||
GM03953|org;funder|Huntington's Disease Society of America||
GM03954|org;funder|Intl Crops Research Inst for Semi-Arid Tropic||
GM03367|org;funder|Pizza Heat Corporation||
GM03368|org;funder|Cancer Research and Prevention Fou||
GM03369|org;funder|Map Pharmaceuticals||
GM0337|org;funder|Pepgen Corp||
GM03663|org;funder|Am Coll of Vet Internal Med||
GM0428|org;funder|Support Systems International||
GM04280|org;funder|US Envirofuels||
GM04281|org;funder|Solstice Neurosciences||
GM04282|org;funder|Applied Materials||
GM04283|org;funder|Lake Cnty Board of Cnty Commissioners||
GM04284|org;funder|Platinum Capital Partners||
GM04285|org;funder|Agriguard Company||
GM04286|org;funder|Biomass Investment Group||
GM04287|org;funder|Intralytix||
GM04288|org;funder|Jazz Pharmaceuticals||
GM04289|org;funder|Plant Bioscience Limited||
GM0429|org;funder|Sverdrup Technology Inc||
GM0860|org;funder|Ortec International||
GM0834|org;funder|Wyle Laboratories||
GM0401|org;funder|Select Sires Inc||
GM04010|org;funder|Grambling State University||
GM04011|org;funder|Metro Water Reclam Distinguished of Great Chicago||
GM04012|org;funder|St Charles Pharmaceuticals||
GM0872|org;funder|Nexell Therapeutics||
GM0873|org;funder|R & D Laboratories||
GM0874|org;funder|Citrix Systems||
GM0875|org;funder|Spectracom Technologies Corp||
GM0876|org;funder|Felton Medical||
GM03587|org;funder|Naval Surface Warfare Center||
GM03588|org;funder|Flowmedica||
GM03589|org;funder|Pharmion Corp||
GM0359|org;funder|Proclosure Inc||
GM03590|org;funder|UF Student Health Care Center||
GM03591|org;funder|Georgia Southwestern State University||
GM03592|org;funder|Glycadia Inc.||
GM03593|org;funder|Amyotrophic Lateral Sclerosis Asso||
GM03594|org;funder|US Dept of Ag Food Safety and Inspection||
GM03595|org;funder|Gov of Israel||
GM03596|org;funder|Gov of Israel Ministry of Defense||
GM03103|org;funder|Purdue University||
GM04290|org;funder|Royal Statistical Society||
GM03547|org;funder|Thermo King||
GM03548|org;funder|Transglobal Orthopedics||
GM03549|org;funder|Fondo Fomento De La Industria Lechera||
GM04230|org;funder|Neuropharm||
GM04231|org;funder|Teledyne Scientific & Imaging||
GM04232|org;funder|Center of Theological Inquiry||
GM04233|org;funder|Altor Bioscience||
GM04234|org;funder|Los Amigos Research & Education Inst||
GM0822|org;funder|Spectrum Pharmaceutical Research Courtesy||
GM0823|org;funder|Bernafon||
GM0824|org;funder|Covalent Group Inc||
GM0825|org;funder|Power Spectra Inc||
GM0826|org;funder|Lancaster Synthesis Inc||
GM0827|org;funder|B. Braun Medical Inc||
GM0579|org;funder|Tap Holdings Inc||
GM058|org;funder|Battelle Memorial Inst||
GM03558|org;funder|Glycogen Storage Disease Research||
GM03559|org;funder|Perdue Agrirecycle||
GM0665|org;funder|Inspire Pharmaceuticals Inc||
GM0666|org;funder|Clinical Investigation Special||
GM0667|org;funder|Ligand Pharmaceuticals Inc||
GM0668|org;funder|Georgia Power Company||
GM0669|org;funder|Nustep By Life Plus Inc||
GM067|org;funder|Beckman Instruments Inc||
GM04236|org;funder|Soc of Clinical Child & Adolescent Psycholy||
GM04237|org;funder|Cyber Technology Research Foundation||
GM04238|org;funder|Pharmaland||
GM04239|org;funder|Mesolight||
GM0424|org;funder|Sulfonics Inc||
GM04240|org;funder|Oraya Therapeutics||
GM04241|org;funder|Trius Therapeutics||
GM04242|org;funder|Focus Surgery||
GM04243|org;funder|Sharklet Technologies||
GM04013|org;funder|Fintrac||
GM04014|org;funder|Fedex Express||
GM04015|org;funder|Bolton Medical||
GM0444|org;funder|Thrift Drug Company||
GM0445|org;funder|Toro Company||
GM0446|org;funder|Travenol Lab||
GM0447|org;funder|Tropicana Products Inc||
GM0448|org;funder|Trw Inc||
GM0449|org;funder|US Biomaterials Corp||
GM045|org;funder|Applied Research Associates||
GM0867|org;funder|Bechtel Bwxt Idaho Llc Nat Engineer Env Lab||
GM0868|org;funder|Alexion Pharmaceuticals||
GM0869|org;funder|Valiente Hernandez & Courtesy P.A.||
GM04291|org;funder|Biovascular||
GM04292|org;funder|Intervet||
GM04807|org;funder|Cwi Visions USA||
GM04293|org;funder|Monterey Bay Aquarium Research Institute||
GM0714|org;funder|Chimeric Therapies Inc||
GM0715|org;funder|Lan Associates Inc||
GM0716|org;funder|Km Technologies||
GM0717|org;funder|Matritec||
GM0718|org;funder|Ashland Inc||
GM0719|org;funder|San Antonio Spurs||
GM072|org;funder|Bellcore||
GM0720|org;funder|Informix Corporation||
GM0721|org;funder|Advisory Device Technology||
GM0722|org;funder|Laboratory Specialists Inc||
GM0723|org;funder|Structural Technologies Inc||
GM0724|org;funder|Agouron Pharmaceuticals Inc||
GM0725|org;funder|Lee Masonry Products Inc||
GM0726|org;funder|Total Solvents||
GM03906|org;funder|Amco Watering Metering Systems||
GM0356|org;funder|Pioneer Hi-Bred International||
GM03560|org;funder|Invivocorporation||
GM0642|org;funder|Harris Semiconductor Sys Development||
GM0643|org;funder|Genetics Inst||
GM0644|org;funder|Orphan Medical Inc||
GM0645|org;funder|Sangstat Medical Corp||
GM0646|org;funder|Santen Inc||
GM0647|org;funder|Kittelson and Associates Inc||
GM0648|org;funder|Perma-Fix Environmental Serv||
GM0649|org;funder|Novartis Crop Protection||
GM065|org;funder|Bayer Group Pharmaceutical Div||
GM0650|org;funder|Mcnc Electronic Technologies||
GM03565|org;funder|Estero Bay Preserve||
GM04267|org;funder|Children's Mercy Hospital||
GM04268|org;funder|Cleveland Grotto Science Fund||
GM04269|org;funder|Rho Federal Systems Division||
GM0427|org;funder|Supergen Inc||
GM04270|org;funder|Wolfbrown||
GM03940|org;funder|Seoul Olympic Sport Promotion Fou||
GM03941|org;funder|Hospira||
GM03942|org;funder|University Hospital of Nantes||
GM03943|org;funder|Florida Citrus Packers||
GM03944|org;funder|Aaa Fou for Traffic Safety||
GM03945|org;funder|Lifegen Technologies||
GM03946|org;funder|International Road Federation||
GM03947|org;funder|Florida Wildflower Fou||
GM03948|org;funder|Fou for Prader-Willi Research||
GM03949|org;funder|Cds Manufacturing||
GM0395|org;funder|Science Applications Intl Corp||
GM03950|org;funder|Imbrium Systems Corp||
GM03951|org;funder|Osceola Cnty||
GM03028|org;funder|UF Shands Cancer Center||
GM03907|org;funder|Sekisui Chemical Company||
GM03908|org;funder|Heartland for Children||
GM03822|org;funder|Steigerwald Arzneimittelwerk Gmbh||
GM03823|org;funder|Kennametal Inc||
GM03824|org;funder|Global Milling Systems Engineering||
GM03825|org;funder|Shakti Technologies Inc||
GM04203|org;funder|Novacardia||
GM04204|org;funder|Imaging Diagnostics Systems||
GM04205|org;funder|Elusys Therapeutics||
GM04206|org;funder|Computer Science Corporation||
GM04207|org;funder|Medarex||
GM04208|org;funder|State of New York Dept of Health||
GM03966|org;funder|Auxilium Pharmaceuticals||
GM03967|org;funder|US Dept of Defense Missile Defense Agcy||
GM03968|org;funder|Amer Physicians Assurance||
GM03969|org;funder|Lovelace Biomed & Environmental Research Inst||
GM0397|org;funder|Scientific Ventures Intl||
GM03970|org;funder|Arborgen Llc||
GM03566|org;funder|Kariba Farms Inc||
GM03567|org;funder|Intematix Corporation||
GM03568|org;funder|Sarc||
GM03569|org;funder|Sorenson Medical||
GM0638|org;funder|Broadcast Arts Group Inc||
GM0639|org;funder|Electric Power Research Inst||
GM064|org;funder|Bayer Group Ag Div||
GM0640|org;funder|Oxigene||
GM0641|org;funder|Cfd Research Corp||
GM03694|org;funder|SE Reg for Biodefense & Emerg Infect||
GM03695|org;funder|Brevard Zoo||
GM03696|org;funder|Picower Fou||
GM03357|org;funder|Aspen Medical Products Inc.||
GM03358|org;funder|Royal Canin USA Inc||
GM03359|org;funder|Malcolm Pirnie Inc||
GM0336|org;funder|Pcr||
GM03360|org;funder|Ao North America||
GM03361|org;funder|Electrical Contracting Fou||
GM0818|org;funder|Datex-Ohmeda||
GM0819|org;funder|Medeva Americas Inc||
GM082|org;funder|Boehringer Ingelheim Pharm Inc||
